time,zVel_E[0],zVel_N[1],vel_mps_E,vel_mps_N,gps_vel_mps_E,gps_vel_mps_N,vn_corr_mps_E,vn_corr_mps_N,rt_float_E,rt_float_N,P_Vel[0],P_Vel_N[1],
0.0000000,-0.6394349,-0.1131953,0.0148827,0.0261946,0.6543176,0.1393899,0.0000000,0.0000000,0.1000000,0.1000000,0.0103972,0.0255086,
0.0000000,-0.7232642,-0.1067542,0.0217204,0.0331101,0.7449846,0.1398643,0.0000000,0.0000000,0.1000000,0.1000000,0.0103414,0.0247171,
0.0000000,-0.8190789,-0.1072049,0.0293727,0.0392566,0.8484516,0.1464615,0.0000000,0.0000000,0.1000000,0.1000000,0.0102866,0.0239950,
0.0000000,-0.8896787,-0.0940218,0.0379480,0.0450930,0.9276266,0.1391147,0.0000000,0.0000000,0.1000000,0.1000000,0.0102326,0.0233327,
0.0000000,-1.0448706,0.0040629,0.0471659,0.0499474,1.0920365,0.0458844,0.0000000,0.0000000,0.1000000,0.1000000,0.0101794,0.0227224,
0.0000000,-1.2294799,-0.0152417,0.0578808,0.0497479,1.2873607,0.0649896,0.0000000,0.0000000,0.1000000,0.1000000,0.0101271,0.0221576,
0.0000000,-1.3296391,0.0498014,0.0703607,0.0504612,1.3999999,0.0006598,0.0000000,0.0000000,0.1000000,0.1000000,0.0100756,0.0216329,
0.0000000,-1.5195136,0.1234768,0.0837218,0.0482348,1.6032354,-0.0752421,0.0000000,0.0000000,0.1000000,0.1000000,0.0100249,0.0211438,
0.0000000,-1.6352929,0.2374037,0.0988389,0.0429508,1.7341318,-0.1944529,0.0000000,0.0000000,0.1000000,0.1000000,0.0099749,0.0206865,
0.0000000,-1.7658799,0.3162133,0.1149476,0.0332085,1.8808275,-0.2830048,0.0000000,0.0000000,0.1000000,0.1000000,0.0099256,0.0202576,
0.0000000,-1.8410573,0.4189032,0.1321730,0.0207436,1.9732304,-0.3981596,0.0000000,0.0000000,0.1000000,0.1000000,0.0098771,0.0198543,
0.0000000,-2.0100412,0.4722996,0.1499583,0.0048570,2.1599996,-0.4674425,0.0000000,0.0000000,0.1000000,0.1000000,0.0098293,0.0194742,
0.0000000,-2.2603610,0.5190603,0.1691902,-0.0124001,2.4295511,-0.5314604,0.0000000,0.0000000,0.1000000,0.1000000,0.0097822,0.0191151,
0.0000000,-2.4306355,0.6249431,0.1906121,-0.0306973,2.6212475,-0.6556404,0.0000000,0.0000000,0.1000000,0.1000000,0.0097357,0.0187752,
0.0000000,-2.5504212,0.6676438,0.2134315,-0.0519768,2.7638528,-0.7196206,0.0000000,0.0000000,0.1000000,0.1000000,0.0096899,0.0184527,
108.2048035,-2.6285005,0.6258849,0.2607195,-0.0328574,2.8513553,-0.6699345,-0.0378646,-0.0111922,0.1000000,0.1000000,0.0563912,0.0479657,
108.4548035,-1.3303849,0.3291889,1.7270269,-0.4329657,3.0386171,-0.7673083,-0.0187947,-0.0051537,0.1000000,0.1000000,0.1063924,0.0781404,
108.7048035,0.4688342,-0.2151595,3.5805936,-0.9434081,3.1029928,-0.7312866,-0.0087667,-0.0030380,0.1000000,0.1000000,0.1057813,0.1038920,
108.9548035,1.3375432,-0.4056361,4.4679146,-1.1558104,3.1239102,-0.7513687,-0.0064611,-0.0011944,0.1000000,0.1000000,0.0980148,0.0979082,
109.2048035,1.6391747,-0.5344746,4.7981019,-1.2385389,3.1529162,-0.7060315,-0.0060108,-0.0019672,0.1000000,0.1000000,0.0877234,0.0824216,
109.4548035,1.7828131,-0.5126349,4.9403515,-1.2512090,3.1520996,-0.7408855,-0.0054387,-0.0023114,0.1000000,0.1000000,0.0790129,0.0698795,
109.7048035,1.7749147,-0.5335233,4.9647560,-1.2697408,3.1887789,-0.7377118,-0.0010622,-0.0014943,0.1000000,0.1000000,0.0721197,0.0605043,
109.9548035,1.8305309,-0.5468351,4.9922352,-1.2804226,3.1586168,-0.7349751,-0.0030874,-0.0013876,0.1000000,0.1000000,0.0666799,0.0538428,
110.2048035,1.8460131,-0.5272223,5.0025434,-1.2968868,3.1461916,-0.7740015,-0.0103388,-0.0043371,0.1000000,0.1000000,0.0623161,0.0488810,
110.4548035,1.8046486,-0.5588297,5.0022717,-1.3119006,3.1875412,-0.7561468,-0.0100816,-0.0030760,0.1000000,0.1000000,0.0587948,0.0450955,
110.7048035,1.8177485,-0.5281791,5.0012064,-1.3166289,3.1738787,-0.7911603,-0.0095792,-0.0027105,0.1000000,0.1000000,0.0559452,0.0421003,
110.9548035,1.7712898,-0.5074919,4.9773803,-1.3115568,3.2009010,-0.8067433,-0.0051893,-0.0026784,0.1000000,0.1000000,0.0537422,0.0398136,
111.2048035,1.6956050,-0.5092452,4.9368935,-1.3356659,3.2345335,-0.8286822,-0.0067547,-0.0022615,0.1000000,0.1000000,0.0520693,0.0380073,
111.4548035,1.6818006,-0.5178022,4.8960447,-1.3274632,3.2047312,-0.8119933,-0.0095131,-0.0023323,0.1000000,0.1000000,0.0507490,0.0365929,
111.7048035,1.5956931,-0.4816024,4.8127322,-1.3180809,3.2048221,-0.8396933,-0.0122169,-0.0032149,0.1000000,0.1000000,0.0499081,0.0355668,
111.9548035,1.4331841,-0.4332496,4.6991348,-1.3047928,3.2578545,-0.8737928,-0.0080960,-0.0022495,0.1000000,0.1000000,0.0494489,0.0348736,
112.2048035,1.3209400,-0.4186299,4.5737834,-1.2917279,3.2383051,-0.8771578,-0.0145381,-0.0040598,0.1000000,0.1000000,0.0491269,0.0341581,
112.4548035,1.1464093,-0.3477631,4.4260488,-1.2768902,3.2630441,-0.9336910,-0.0165956,-0.0045639,0.1000000,0.1000000,0.0490231,0.0336433,
112.7048035,0.9833109,-0.3725455,4.2422462,-1.2902412,3.2334340,-0.9244856,-0.0255014,-0.0067899,0.1000000,0.1000000,0.0491265,0.0333063,
112.9548035,0.8364003,-0.2548771,4.0701623,-1.2576538,3.2066610,-1.0101334,-0.0271012,-0.0073567,0.1000000,0.1000000,0.0490120,0.0326859,
113.2048035,0.6019857,-0.2032070,3.8608551,-1.2291480,3.2309594,-1.0327462,-0.0279099,-0.0068052,0.1000000,0.1000000,0.0490864,0.0323915,
113.4548035,0.4285691,-0.1549613,3.6839430,-1.1841464,3.2313163,-1.0349121,-0.0240576,-0.0057271,0.1000000,0.1000000,0.0490004,0.0319391,
113.7048035,0.2214639,-0.0421783,3.4887819,-1.1340238,3.2525499,-1.0952361,-0.0147682,-0.0033906,0.3290624,0.4156039,0.0489396,0.0315546,
113.9548035,0.0700843,-0.0847328,3.3663902,-1.1045868,3.2932835,-1.0212682,-0.0030224,-0.0014142,0.3227968,0.4093443,0.0537288,0.0325685,
114.2048035,-0.0505824,0.0266392,3.2278781,-1.0161016,3.2903521,-1.0406649,0.0118916,0.0020759,0.3266196,0.4248345,0.0585650,0.0335271,
114.4548035,-0.2516208,0.0746183,3.0890632,-0.9273828,3.3582242,-0.9966640,0.0175401,0.0053370,0.3225801,0.4144183,0.0632338,0.0341509,
114.7048035,-0.4103312,0.0959531,2.9250658,-0.8931624,3.3492744,-0.9846023,0.0138773,0.0045132,0.1000000,0.1000000,0.0677611,0.0347487,
114.9548035,-0.4418962,0.0326586,2.8893697,-0.8656411,3.3478079,-0.8935362,0.0165419,0.0047635,0.1000000,0.1000000,0.0607017,0.0319393,
115.2048035,-0.5359416,0.1297953,2.8186731,-0.8386235,3.3750565,-0.9638944,0.0204417,0.0045243,0.1000000,0.1000000,0.0563171,0.0298815,
115.4548035,-0.5997074,0.1076754,2.7425411,-0.8155256,3.3597620,-0.9183078,0.0175135,0.0048933,0.1000000,0.1000000,0.0533494,0.0282828,
115.7048035,-0.6992128,0.1459700,2.6714010,-0.7775583,3.3810968,-0.9198911,0.0104831,0.0036372,0.1000000,0.1000000,0.0512812,0.0271717,
115.9548035,-0.7674918,0.1224813,2.6973190,-0.7823398,3.4782243,-0.9008906,0.0134134,0.0039305,0.1000000,0.1000000,0.0496454,0.0262397,
116.2048035,-0.8036773,0.1453573,2.7523890,-0.7881611,3.5683753,-0.9316872,0.0123091,0.0018311,0.1000000,0.1000000,0.0483663,0.0254997,
116.4548035,-0.9338057,0.1613805,2.7217968,-0.7643855,3.6655529,-0.9231043,0.0099503,0.0026616,0.1000000,0.1000000,0.0473498,0.0247716,
116.7048035,-1.0333033,0.2241434,2.6677215,-0.7288443,3.7132769,-0.9505068,0.0122520,0.0024809,0.1000000,0.1000000,0.0465121,0.0240922,
116.9548035,-1.0675704,0.2640877,2.6341133,-0.7034358,3.7090774,-0.9667644,0.0073936,0.0007591,0.1000000,0.1000000,0.0457699,0.0234556,
117.2048035,-1.0980854,0.2418982,2.5993788,-0.7202781,3.7053490,-0.9612357,0.0078848,0.0009406,0.1000000,0.1000000,0.0451378,0.0229007,
117.4548035,-1.1766772,0.2832795,2.5627422,-0.6783679,3.7379758,-0.9628790,-0.0014437,-0.0012316,0.1000000,0.1000000,0.0445958,0.0224754,
117.7048035,-1.2340825,0.2475873,2.5265148,-0.6866070,3.7519050,-0.9364288,-0.0086922,-0.0022344,0.1000000,0.1000000,0.0441160,0.0221112,
117.9548035,-1.2513256,0.2971343,2.4853663,-0.7254676,3.7207096,-1.0275797,-0.0159823,-0.0049778,0.1000000,0.1000000,0.0436799,0.0218111,
118.2048035,-1.2843688,0.3144870,2.4437532,-0.7546147,3.7005024,-1.0768465,-0.0276195,-0.0077448,0.1000000,0.1000000,0.0432251,0.0215613,
118.4548035,-1.3469937,0.3370178,2.3856270,-0.8028335,3.6829462,-1.1489432,-0.0496745,-0.0090919,0.1000000,0.1000000,0.0426829,0.0212970,
118.7048035,-1.3508108,0.2830964,2.3598325,-0.8904378,3.6494713,-1.1881094,-0.0611719,-0.0145753,0.1000000,0.1000000,0.0420890,0.0211211,
118.9548035,-1.3897173,0.3288749,2.2885275,-0.9819608,3.6119702,-1.3269422,-0.0662747,-0.0161065,0.1000000,0.1000000,0.0415408,0.0210327,
119.2048035,-1.3689487,0.3731703,2.2801590,-1.0799880,3.5749888,-1.4715334,-0.0741189,-0.0183751,0.1000000,0.1000000,0.0408644,0.0210338,
119.4548035,-1.3374543,0.4282082,2.3792529,-1.1403681,3.6365359,-1.5826445,-0.0801714,-0.0140682,0.1000000,0.1000000,0.0400868,0.0212160,
119.7048035,-1.3851535,0.4428691,2.4352169,-1.2788559,3.7526910,-1.7365303,-0.0676793,-0.0148053,0.1000000,0.1000000,0.0393205,0.0214170,
119.9548035,-1.4098854,0.4636405,2.3749073,-1.3494804,3.7138112,-1.8250071,-0.0709815,-0.0118863,0.1000000,0.1000000,0.0385288,0.0215094,
120.2048035,-1.4589550,0.5341144,2.3541946,-1.3226930,3.7595460,-1.8633924,-0.0536036,-0.0065849,0.1000000,0.1000000,0.0376896,0.0216760,
120.4548035,-1.4500992,0.5113281,2.3014810,-1.4116113,3.6925404,-1.9310703,-0.0590399,-0.0081309,0.1000000,0.1000000,0.0369847,0.0218487,
120.7048035,-1.4836149,0.5258902,2.2415583,-1.4848528,3.6720104,-2.0159519,-0.0531629,-0.0052088,0.1000000,0.1000000,0.0363260,0.0220308,
120.9548035,-1.4500403,0.5868069,2.2075737,-1.4880310,3.6007929,-2.0772436,-0.0568211,-0.0024057,0.1000000,0.1000000,0.0357392,0.0222876,
121.2048035,-1.5129018,0.5459235,2.1673927,-1.5787063,3.6277320,-2.1283782,-0.0525624,-0.0037485,0.1000000,0.1000000,0.0352080,0.0225451,
121.4548035,-1.5071974,0.5471933,2.1180670,-1.6699082,3.5679989,-2.2195020,-0.0572656,-0.0024005,0.1000000,0.1000000,0.0347544,0.0228136,
121.7048035,-1.4987520,0.5579876,2.0546510,-1.7965642,3.4679441,-2.3550429,-0.0854589,-0.0004911,0.1000000,0.1000000,0.0343286,0.0230862,
121.9548035,-1.4620037,0.5844462,1.9792604,-1.9479443,3.3401997,-2.5296576,-0.1010644,0.0027329,0.1000000,0.1000000,0.0338929,0.0233656,
122.2048035,-1.4995071,0.4886000,1.8478258,-2.1375506,3.2122860,-2.6164229,-0.1350469,0.0097276,0.1000000,0.1000000,0.0334781,0.0237056,
122.4548035,-1.4239265,0.5375831,1.6867908,-2.3713977,2.9572721,-2.8901155,-0.1534453,0.0188654,0.1000000,0.1000000,0.0330238,0.0241158,
122.7048035,-1.4022925,0.5781167,1.5320786,-2.5639000,2.7558463,-3.1095560,-0.1785249,0.0324606,0.1000000,0.1000000,0.0325126,0.0246621,
122.9548035,-1.4907576,0.4809315,1.2810396,-2.8319798,2.5671844,-3.2619574,-0.2046128,0.0509539,0.1000000,0.1000000,0.0319613,0.0253340,
123.2048035,-1.4900351,0.5263772,0.9544308,-3.0970268,2.2229931,-3.5504963,-0.2214727,0.0729078,0.1000000,0.1000000,0.0313274,0.0261715,
123.4548035,-1.6011096,0.4357541,0.5889828,-3.3224232,1.9755260,-3.6689487,-0.2145664,0.0892285,0.1000000,0.1000000,0.0305933,0.0271962,
123.7048035,-1.6722882,0.4357655,0.1722023,-3.5406792,1.6155065,-3.8595331,-0.2289840,0.1169116,0.1000000,0.1000000,0.0297747,0.0283865,
123.9548035,-1.8473775,0.3221297,-0.3807091,-3.7307854,1.2444293,-3.9139295,-0.2222391,0.1389856,0.1000000,0.1000000,0.0288262,0.0297227,
124.2048035,-2.0777001,0.3206203,-0.9593966,-3.9502277,0.8954430,-4.1044593,-0.2228606,0.1663887,0.1000000,0.1000000,0.0277983,0.0310958,
124.4548035,-2.2110724,0.2797782,-1.4977186,-4.1522636,0.5013489,-4.2434864,-0.2120049,0.1885555,0.1000000,0.1000000,0.0266928,0.0325206,
124.7048035,-2.4610298,0.2269454,-2.1244061,-4.3701248,0.1490732,-4.3964734,-0.1875505,0.2005968,0.1000000,0.1000000,0.0255661,0.0338460,
124.9548035,-2.5521531,0.2268925,-2.6617937,-4.5349870,-0.2742117,-4.5537510,-0.1645710,0.2081282,0.1000000,0.1000000,0.0244608,0.0351075,
125.2048035,-2.6751547,0.1826782,-3.0790513,-4.7430830,-0.5391054,-4.7243404,-0.1352090,0.2014209,0.1000000,0.1000000,0.0235049,0.0362431,
125.4548035,-2.5595210,0.0678387,-3.3065779,-4.9885039,-0.8393717,-4.8915052,-0.0923147,0.1648376,0.1000000,0.1000000,0.0227797,0.0372247,
125.7048035,-2.4692101,-0.1735034,-3.3298652,-5.2761445,-0.9303724,-4.9666100,-0.0697173,0.1360310,0.1000000,0.1000000,0.0223460,0.0380249,
125.9548035,-2.2784514,-0.3294883,-3.3586078,-5.5884371,-1.1358720,-5.1358933,-0.0557157,0.1230557,0.1000000,0.1000000,0.0222644,0.0385856,
126.2048035,-2.0763268,-0.5853877,-3.3428915,-5.8967581,-1.3033928,-5.2186985,-0.0368281,0.0926719,0.1000000,0.1000000,0.0224256,0.0389518,
126.4548035,-1.7201123,-0.7529483,-3.1593635,-6.2512746,-1.4606130,-5.4393048,-0.0213619,0.0590214,0.1000000,0.1000000,0.0228169,0.0391318,
126.7048035,-1.4658313,-0.8713808,-2.9556432,-6.5424623,-1.5057640,-5.6239095,-0.0159521,0.0471723,0.1000000,0.1000000,0.0232074,0.0391542,
126.9548035,-1.2021570,-0.9281225,-2.7185559,-6.6664166,-1.5245137,-5.7130928,-0.0081148,0.0252011,0.1000000,0.1000000,0.0234125,0.0390762,
127.2048035,-0.9374527,-1.0257349,-2.4773285,-6.7092433,-1.5467600,-5.6656566,-0.0068840,0.0178517,0.1000000,0.1000000,0.0234971,0.0388824,
127.4548035,-0.6688313,-1.1194172,-2.2184436,-6.7156715,-1.5544434,-5.5805516,-0.0048311,0.0157028,0.1000000,0.1000000,0.0235167,0.0385819,
127.7048035,-0.3870693,-1.0676761,-1.9683813,-6.6754804,-1.5822597,-5.6039076,-0.0009477,0.0038968,0.1000000,0.1000000,0.0234174,0.0382010,
127.9548035,-0.2562501,-0.8860426,-1.7822164,-6.5903983,-1.5252026,-5.7004876,0.0007637,0.0038679,0.1000000,0.1000000,0.0232029,0.0377530,
128.2048035,0.0135471,-0.9742913,-1.5624542,-6.5170255,-1.5752646,-5.5424891,0.0007367,0.0002452,0.1000000,0.1000000,0.0229391,0.0372444,
128.4548035,0.1178406,-0.8652573,-1.3793602,-6.4084811,-1.4946015,-5.5492501,0.0025994,-0.0060261,0.1000000,0.1000000,0.0226041,0.0366844,
128.7048035,0.3496366,-0.7266984,-1.1466463,-6.3054070,-1.4928104,-5.5911436,0.0034725,-0.0124352,0.1000000,0.1000000,0.0222274,0.0361088,
128.9548035,0.4796483,-0.7248287,-0.9763619,-6.2065182,-1.4529442,-5.4910245,0.0030660,-0.0093350,0.1000000,0.1000000,0.0218084,0.0355072,
129.2048035,0.6680185,-0.5801225,-0.8198247,-6.0727220,-1.4853421,-5.4999609,0.0025011,-0.0073613,0.1000000,0.1000000,0.0213527,0.0349167,
129.4548035,0.7389011,-0.5250940,-0.6717538,-5.9589305,-1.4042515,-5.4510293,0.0064035,-0.0171926,0.1000000,0.1000000,0.0209086,0.0343160,
129.7048035,0.8758499,-0.3524146,-0.5412468,-5.7997298,-1.4132974,-5.4569554,0.0037992,-0.0096401,0.1000000,0.1000000,0.0204213,0.0337229,
129.9548035,0.9397549,-0.2775855,-0.4421453,-5.6022496,-1.3798954,-5.3302836,0.0020047,-0.0056197,0.1000000,0.1000000,0.0198856,0.0331319,
130.2048035,0.8783218,-0.0956879,-0.3606742,-5.3398933,-1.2395076,-5.2434878,-0.0005116,0.0007179,0.1000000,0.1000000,0.0192988,0.0325523,
130.4548035,1.0225484,-0.0232062,-0.2816959,-5.0581980,-1.3080420,-5.0245290,-0.0037977,0.0104626,0.1000000,0.1000000,0.0187106,0.0319737,
130.7048035,0.9687513,0.1026220,-0.2467242,-4.8155646,-1.2232728,-4.8975410,-0.0077972,0.0206457,0.1000000,0.1000000,0.0182131,0.0314056,
130.9548035,1.0191741,0.2362151,-0.2787583,-4.6157079,-1.3040080,-4.8342123,-0.0060756,0.0177109,0.1000000,0.1000000,0.0178170,0.0308742,
131.2048035,1.0261844,0.3189712,-0.3275672,-4.4178929,-1.3671044,-4.6991768,-0.0133527,0.0376871,0.1000000,0.1000000,0.0174415,0.0303223,
131.4548035,0.9923130,0.5316062,-0.4325015,-4.1385365,-1.4425119,-4.6168957,-0.0176974,0.0532471,0.1000000,0.1000000,0.0170348,0.0297886,
131.7048035,0.9640501,0.7411046,-0.5587412,-3.7695663,-1.5473157,-4.4305825,-0.0245244,0.0800884,0.1000000,0.1000000,0.0165872,0.0292747,
131.9548035,0.9587256,0.9162169,-0.6478750,-3.3869624,-1.6307833,-4.2166319,-0.0241828,0.0865473,0.1000000,0.1000000,0.0161822,0.0287456,
132.2048035,1.0015719,1.0325000,-0.7276877,-2.9296677,-1.7496451,-3.8797264,-0.0203855,0.0824413,0.1000000,0.1000000,0.0157863,0.0282239,
132.4548035,0.9503319,1.2117186,-0.7788139,-2.4388134,-1.7511892,-3.5484059,-0.0220435,0.1021262,0.1000000,0.1000000,0.0154390,0.0276962,
132.7048035,0.9035110,1.3854159,-0.8287544,-1.9585547,-1.7540423,-3.2236993,-0.0217769,0.1202713,0.1000000,0.1000000,0.0151875,0.0271662,
132.9548035,0.8343235,1.4525194,-0.9200444,-1.6272153,-1.7709863,-2.9630916,-0.0166185,0.1166430,0.1000000,0.1000000,0.0151003,0.0266295,
133.2048035,0.7980455,1.5316125,-1.1721252,-1.3820966,-1.9839271,-2.7746990,-0.0137564,0.1390102,0.1000000,0.1000000,0.0150881,0.0260427,
133.4548035,0.7457432,1.7434638,-1.4059436,-0.9711980,-2.1597769,-2.5424907,-0.0080902,0.1721711,0.1000000,0.1000000,0.0151082,0.0254846,
133.7048035,0.8129491,1.8895009,-1.4809812,-0.7981291,-2.2927287,-2.4916642,0.0012017,0.1959658,0.1000000,0.1000000,0.0152189,0.0248338,
133.9548035,0.7890562,1.9715900,-1.7410554,-0.4670032,-2.5164018,-2.2400632,0.0137098,0.1985301,0.1000000,0.1000000,0.0153667,0.0241933,
134.2048035,0.7116923,2.0929780,-2.0381892,-0.0273800,-2.7201309,-1.9139391,0.0297506,0.2064188,0.1000000,0.1000000,0.0155847,0.0235379,
134.4548035,0.8266909,2.1244242,-2.1645386,0.1794876,-2.9367514,-1.6893890,0.0544783,0.2555476,0.1000000,0.1000000,0.0158843,0.0228025,
134.7048035,0.7351146,2.2457867,-2.4307709,0.4391015,-3.0860767,-1.5445166,0.0798087,0.2621687,0.1000000,0.1000000,0.0162203,0.0220415,
134.9548035,0.8051724,2.2531028,-2.7922451,0.8016414,-3.4944253,-1.2008401,0.1029923,0.2506214,0.1000000,0.1000000,0.0166085,0.0212876,
135.2048035,0.8306072,2.2806156,-2.9503150,1.0196109,-3.6528478,-1.0103477,0.1280745,0.2506570,0.1000000,0.1000000,0.0170082,0.0204386,
135.4548035,1.0585477,2.0760422,-3.1574614,1.2814066,-4.0658345,-0.5583974,0.1501746,0.2362380,0.1000000,0.1000000,0.0174183,0.0196025,
135.7048035,0.8181129,2.2016919,-3.3773651,1.6165468,-4.0218635,-0.3606404,0.1736145,0.2245048,0.1000000,0.1000000,0.0178756,0.0188099,
135.9548035,0.8808770,1.9127086,-3.5760665,1.8601336,-4.2641754,0.1552412,0.1927681,0.2078162,0.1000000,0.1000000,0.0182933,0.0180523,
136.2048035,0.6968062,2.0171556,-3.7796710,2.0840259,-4.2746263,0.2511891,0.2018509,0.1843187,0.1000000,0.1000000,0.0186618,0.0173607,
136.4548035,0.5431402,1.8546004,-4.0245209,2.3152914,-4.3694582,0.6112115,0.1982029,0.1505205,0.1000000,0.1000000,0.0190259,0.0167962,
136.7048035,0.5516157,1.6805447,-4.2568254,2.3880813,-4.6382298,0.8190993,0.1702114,0.1115626,0.1000000,0.1000000,0.0192725,0.0163336,
136.9548035,0.4241986,1.4942875,-4.5046229,2.4027650,-4.7969112,0.9850135,0.1319104,0.0765360,0.1000000,0.1000000,0.0194534,0.0159975,
137.2048035,0.4707646,1.1717106,-4.7711849,2.3764858,-5.1421752,1.2587570,0.0997742,0.0539818,0.1000000,0.1000000,0.0196140,0.0158151,
137.4548035,0.3749461,0.9755230,-5.0407619,2.3108387,-5.3428245,1.3713052,0.0728835,0.0359895,0.1000000,0.1000000,0.0197253,0.0157432,
137.7048035,0.2572269,0.9843966,-5.3133674,2.2078934,-5.5305667,1.2451478,0.0400278,0.0216510,0.1000000,0.1000000,0.0198111,0.0157858,
137.9548035,0.1328659,0.7588103,-5.5195785,2.2106135,-5.6078157,1.4688811,0.0446285,0.0170779,0.1000000,0.1000000,0.0199709,0.0158288,
138.2048035,0.1075945,0.5817434,-5.6497369,2.0618362,-5.7395253,1.4869062,0.0178062,0.0068133,0.1000000,0.1000000,0.0200310,0.0158441,
138.4548035,0.0221009,0.5474622,-5.7437344,1.9507864,-5.7515984,1.4103889,0.0142369,0.0070648,0.1000000,0.1000000,0.0201205,0.0158735,
138.7048035,0.1630278,0.3783208,-5.8102760,1.8675711,-5.9669628,1.4933717,0.0063409,0.0041214,0.4295227,0.4673161,0.0202283,0.0159114,
138.9548035,0.1754766,0.2931167,-5.8833628,1.7668281,-6.0616817,1.4726356,-0.0028426,-0.0010757,0.4627074,0.4805222,0.0207062,0.0161944,
139.2048035,0.3264766,0.1674271,-5.7905097,1.7061309,-6.1165547,1.5463630,0.0004317,0.0076593,0.4605902,0.4275545,0.0212986,0.0163010,
139.4548035,0.0248837,0.0690435,-6.0333958,1.6276152,-6.0744896,1.5494953,-0.0162103,-0.0090764,0.4407106,0.4443448,0.0216470,0.0168146,
139.7048035,-0.0023136,-0.1572974,-6.1375685,1.5228667,-6.1668801,1.6623360,-0.0316255,-0.0178281,0.4365987,0.4309053,0.0221346,0.0171893,
139.9548035,0.3074894,-0.1544739,-5.9620214,1.5208910,-6.2844334,1.6756827,-0.0149227,0.0003179,0.4279146,0.4439034,0.0227765,0.0172002,
140.2048035,0.1156874,-0.2640897,-6.1667948,1.4758624,-6.2721400,1.7436634,0.0103420,0.0037113,0.4595280,0.4482650,0.0232402,0.0177668,
140.4548035,0.2045002,-0.3754259,-6.3373294,1.3848971,-6.5440722,1.7576398,-0.0022424,-0.0026832,0.4193594,0.4172304,0.0237513,0.0182968,
140.7048035,0.2935123,-0.5105910,-6.3352375,1.3245486,-6.6293592,1.8363662,-0.0006094,0.0012266,0.1000000,0.1000000,0.0242510,0.0185287,
140.9548035,0.4117455,-0.7287160,-6.4875641,1.2220434,-6.9120374,1.9469210,-0.0127278,-0.0038384,0.1000000,0.1000000,0.0240596,0.0187134,
141.2048035,0.3562856,-0.6550527,-6.6154389,1.1758025,-6.9892545,1.8226494,-0.0175301,-0.0082058,0.1000000,0.1000000,0.0239122,0.0188386,
141.4548035,0.6332784,-0.7536012,-6.5661812,1.0819657,-7.2008519,1.8350736,-0.0013922,-0.0004933,0.1000000,0.1000000,0.0237544,0.0186661,
141.7048035,0.7218599,-0.8214556,-6.4482093,1.0103149,-7.1719522,1.8310380,-0.0018830,-0.0007326,0.1000000,0.1000000,0.0236190,0.0183703,
141.9548035,0.8751864,-0.9606941,-6.3520942,0.9105147,-7.2301922,1.8695829,-0.0029116,-0.0016259,0.1000000,0.1000000,0.0234644,0.0181087,
142.2048035,0.8901420,-0.8175476,-6.2135129,0.8455690,-7.1222034,1.6551623,-0.0185485,-0.0079542,0.1000000,0.1000000,0.0233675,0.0178071,
142.4548035,0.9115109,-1.0931323,-6.0675197,0.7647154,-6.9833574,1.8568233,-0.0043268,-0.0010244,0.1000000,0.1000000,0.0232686,0.0175114,
142.7048035,1.0413780,-1.0059800,-5.9004326,0.7323458,-6.9426503,1.7384645,-0.0008397,0.0001386,0.1000000,0.1000000,0.0231900,0.0172026,
142.9548035,1.0367465,-1.1218417,-5.7699246,0.6519790,-6.8031583,1.7753874,0.0035126,0.0015668,0.1000000,0.1000000,0.0230966,0.0169492,
143.2048035,1.1611161,-1.1192517,-5.5656166,0.5700960,-6.7455845,1.6814877,-0.0188518,-0.0078600,0.1000000,0.1000000,0.0230092,0.0165969,
143.4548035,1.5158520,-1.0986795,-5.1225548,0.5438902,-6.5965037,1.6634154,0.0419029,0.0208458,0.1000000,0.1000000,0.0230481,0.0160163,
143.7048035,1.3833356,-1.1590213,-4.9647360,0.4602623,-6.3267603,1.6285566,0.0213112,0.0092731,0.1000000,0.1000000,0.0229114,0.0157466,
143.9548035,1.2631278,-1.1301970,-4.9863114,0.3993532,-6.2560978,1.5237980,-0.0066586,-0.0057522,0.1000000,0.1000000,0.0227445,0.0156539,
144.2048035,1.7561898,-1.1520580,-4.4843769,0.3575712,-6.2077827,1.5235147,0.0327842,0.0138856,0.1000000,0.1000000,0.0228954,0.0151372,
144.4548035,1.6491203,-1.2356602,-4.2905464,0.3263567,-5.9047318,1.5781912,0.0349350,0.0161743,0.1000000,0.1000000,0.0228455,0.0149053,
144.7048035,1.6276178,-1.2484301,-4.2900662,0.3552934,-5.9203224,1.6010836,-0.0026382,-0.0026399,0.1000000,0.1000000,0.0228113,0.0149096,
144.9548035,1.7909069,-1.2326643,-4.0331511,0.3035024,-5.8216457,1.5365160,0.0024121,0.0003492,0.1000000,0.1000000,0.0228046,0.0146209,
145.2048035,1.9359481,-1.2114351,-3.7724736,0.2952392,-5.6853375,1.5160443,0.0230842,0.0093700,0.1000000,0.1000000,0.0228137,0.0143770,
145.4548035,1.9206686,-1.2339543,-3.5987997,0.2807347,-5.5013604,1.5219390,0.0181079,0.0072501,0.1000000,0.1000000,0.0228184,0.0142254,
145.7048035,2.0360444,-1.3012358,-3.3875647,0.2509110,-5.4139190,1.5556903,0.0096900,0.0035435,0.1000000,0.1000000,0.0228241,0.0140489,
