Time, fMagVelBx, fMagVelBy, fMagVelBz, s_nZeroVelChkCnt, ZUPT_Run_Flag, ZUPT_FLAG 
252.514801,0.145099,6.255487,0.053042, 0, 0, 0
252.524811,0.151998,6.254084,0.044700, 0, 0, 0
252.534805,0.168079,6.252042,0.063581, 0, 0, 0
252.544815,0.180168,6.246691,0.093563, 0, 0, 0
252.554810,0.173681,6.233650,0.122243, 0, 0, 0
252.564804,0.164516,6.217641,0.119413, 0, 0, 0
252.574814,0.155542,6.203677,0.111966, 0, 0, 0
252.584808,0.149869,6.194472,0.106768, 0, 0, 0
252.594803,0.152315,6.187258,0.118736, 0, 0, 0
252.604813,0.162174,6.174881,0.128535, 0, 0, 0
252.614807,0.170529,6.159295,0.128192, 0, 0, 0
252.624802,0.173328,6.149840,0.120272, 0, 0, 0
252.634811,0.169245,6.151088,0.117336, 0, 0, 0
252.644806,0.164071,6.157135,0.121380, 0, 0, 0
252.654800,0.162417,6.158890,0.132711, 0, 0, 0
252.664810,0.172180,6.152412,0.143622, 0, 0, 0
252.674805,0.181188,6.142022,0.156881, 0, 0, 0
252.684799,0.178451,6.131382,0.161537, 0, 0, 0
252.694809,0.171020,6.124259,0.149342, 0, 0, 0
252.704803,0.163193,6.118810,0.121556, 0, 0, 0
252.714813,0.144858,6.147050,0.087506, 0, 0, 0
252.724808,0.145357,6.137143,0.068488, 0, 0, 0
252.734802,0.157690,6.133880,0.066837, 0, 0, 0
252.744812,0.156508,6.136210,0.083788, 0, 0, 0
252.754807,0.143837,6.140575,0.092367, 0, 0, 0
252.764801,0.139754,6.142136,0.089011, 0, 0, 0
252.774811,0.135198,6.138709,0.071855, 0, 0, 0
252.784805,0.129092,6.128009,0.060795, 0, 0, 0
252.794800,0.130953,6.117377,0.061795, 0, 0, 0
252.804810,0.143229,6.110173,0.087192, 0, 0, 0
252.814804,0.162326,6.105525,0.123803, 0, 0, 0
252.824814,0.170457,6.099868,0.148439, 0, 0, 0
252.834808,0.125960,6.087402,0.136607, 0, 0, 0
252.844803,0.087142,6.068608,0.087596, 0, 0, 0
252.854813,0.110681,6.051968,0.040604, 0, 0, 0
252.864807,0.152792,6.046058,0.047376, 0, 0, 0
252.874802,0.165745,6.050580,0.114196, 0, 0, 0
252.884811,0.146122,6.053277,0.162034, 0, 0, 0
252.894806,0.124010,6.043488,0.145471, 0, 0, 0
252.904800,0.108492,6.032698,0.088036, 0, 0, 0
252.914810,0.103014,6.028675,0.062013, 0, 0, 0
252.924805,0.118079,6.029655,0.079537, 0, 0, 0
252.934799,0.144843,6.026185,0.131481, 0, 0, 0
252.944809,0.158290,6.010191,0.137223, 0, 0, 0
252.954803,0.134376,5.994420,0.113612, 0, 0, 0
252.964813,0.090112,6.022978,0.083424, 0, 0, 0
252.974808,0.080690,6.026899,0.082173, 0, 0, 0
252.984802,0.107014,6.027984,0.107006, 0, 0, 0
252.994812,0.139428,6.017773,0.139971, 0, 0, 0
253.004807,0.138282,5.995080,0.145426, 0, 0, 0
253.014801,0.104442,5.975437,0.119957, 0, 0, 0
253.024811,0.079691,5.971779,0.092701, 0, 0, 0
253.034805,0.085764,5.980260,0.094606, 0, 0, 0
253.044800,0.111400,5.987291,0.135790, 0, 0, 0
253.054810,0.131847,5.979161,0.180519, 0, 0, 0
253.064804,0.134258,5.953966,0.177932, 0, 0, 0
253.074814,0.124392,5.930954,0.135483, 0, 0, 0
253.084808,0.101538,5.924016,0.093857, 0, 0, 0
253.094803,0.079709,5.932900,0.092871, 0, 0, 0
253.104813,0.097946,5.943089,0.125428, 0, 0, 0
253.114807,0.137381,5.939164,0.158840, 0, 0, 0
253.124802,0.155488,5.922069,0.166712, 0, 0, 0
253.134811,0.137980,5.907310,0.149080, 0, 0, 0
253.144806,0.109265,5.900686,0.119962, 0, 0, 0
253.154800,0.093271,5.899748,0.097150, 0, 0, 0
253.164810,0.100509,5.900866,0.109342, 0, 0, 0
253.174805,0.124486,5.896491,0.143136, 0, 0, 0
253.184814,0.141843,5.881647,0.173878, 0, 0, 0
253.194809,0.139282,5.862924,0.178877, 0, 0, 0
253.204803,0.119884,5.848535,0.153407, 0, 0, 0
253.214813,0.088739,5.875438,0.122945, 0, 0, 0
253.224808,0.080951,5.876658,0.109224, 0, 0, 0
253.234802,0.098047,5.878700,0.119897, 0, 0, 0
253.244812,0.124496,5.875754,0.134684, 0, 0, 0
253.254807,0.136430,5.872016,0.134493, 0, 0, 0
253.264801,0.126688,5.874119,0.124139, 0, 0, 0
253.274811,0.117322,5.882612,0.107750, 0, 0, 0
253.284805,0.106021,5.889444,0.105210, 0, 0, 0
253.294800,0.085022,5.892159,0.117935, 0, 0, 0
253.304810,0.086934,5.887396,0.133934, 0, 0, 0
253.314804,0.114450,5.875665,0.141780, 0, 0, 0
253.324814,0.115217,5.864090,0.154026, 0, 0, 0
253.334808,0.080378,5.854466,0.155396, 0, 0, 0
253.344803,0.062454,5.843369,0.124848, 0, 0, 0
253.354813,0.079549,5.835608,0.089256, 0, 0, 0
253.364807,0.107599,5.834605,0.081229, 0, 0, 0
253.374802,0.114852,5.839056,0.103164, 0, 0, 0
253.384811,0.110612,5.841869,0.110972, 0, 0, 0
253.394806,0.110899,5.842930,0.077652, 0, 0, 0
253.404800,0.098599,5.845677,0.043094, 0, 0, 0
253.414810,0.083673,5.854301,0.032687, 0, 0, 0
253.424805,0.092181,5.863173,0.053123, 0, 0, 0
253.434814,0.112145,5.864666,0.084367, 0, 0, 0
253.444809,0.117050,5.855821,0.100923, 0, 0, 0
253.454803,0.099619,5.842489,0.094456, 0, 0, 0
253.464813,0.077138,5.845562,0.063742, 0, 0, 0
253.474808,0.071585,5.838123,0.045286, 0, 0, 0
253.484802,0.090818,5.836719,0.050520, 0, 0, 0
253.494812,0.114758,5.833814,0.075736, 0, 0, 0
253.504807,0.117950,5.827060,0.092084, 0, 0, 0
253.514801,0.103563,5.821203,0.082371, 0, 0, 0
253.524811,0.084371,5.822175,0.050666, 0, 0, 0
253.534805,0.071456,5.828868,0.033415, 0, 0, 0
253.544800,0.070216,5.834904,0.044145, 0, 0, 0
253.554810,0.076163,5.837229,0.082597, 0, 0, 0
253.564804,0.093235,5.832018,0.117040, 0, 0, 0
253.574799,0.102628,5.821912,0.134343, 0, 0, 0
253.584808,0.093058,5.814931,0.139847, 0, 0, 0
253.594803,0.076279,5.808667,0.136069, 0, 0, 0
253.604813,0.077314,5.797988,0.112176, 0, 0, 0
253.614807,0.084381,5.784694,0.094783, 0, 0, 0
253.624802,0.091975,5.777440,0.097893, 0, 0, 0
253.634811,0.105082,5.776110,0.121943, 0, 0, 0
253.644806,0.106870,5.780592,0.140620, 0, 0, 0
253.654800,0.097232,5.788723,0.146963, 0, 0, 0
253.664810,0.090835,5.792475,0.123773, 0, 0, 0
253.674805,0.088743,5.790032,0.090545, 0, 0, 0
253.684814,0.086804,5.785483,0.080944, 0, 0, 0
253.694809,0.093055,5.784066,0.092216, 0, 0, 0
253.704803,0.104202,5.787506,0.116816, 0, 0, 0
253.714813,0.108091,5.820463,0.135370, 0, 0, 0
253.724808,0.107135,5.820043,0.138622, 0, 0, 0
253.734802,0.103749,5.812895,0.123071, 0, 0, 0
253.744812,0.104247,5.799247,0.091696, 0, 0, 0
253.754807,0.105180,5.787408,0.061012, 0, 0, 0
253.764801,0.099636,5.783318,0.051331, 0, 0, 0
253.774811,0.096226,5.789500,0.055953, 0, 0, 0
253.784805,0.096776,5.799139,0.071079, 0, 0, 0
253.794800,0.099584,5.806761,0.070711, 0, 0, 0
253.804810,0.107450,5.806504,0.062866, 0, 0, 0
253.814804,0.114160,5.803140,0.046863, 0, 0, 0
253.824814,0.120445,5.799380,0.036403, 0, 0, 0
253.834808,0.119209,5.796823,0.026462, 0, 0, 0
253.844803,0.119790,5.798724,0.022068, 0, 0, 0
253.854813,0.116343,5.800943,0.020378, 0, 0, 0
253.864807,0.117442,5.800366,0.025201, 0, 0, 0
253.874802,0.121525,5.796096,0.027302, 0, 0, 0
253.884811,0.129933,5.788291,0.028539, 0, 0, 0
253.894806,0.134337,5.781383,0.015782, 0, 0, 0
253.904800,0.126753,5.778728,0.003785, 0, 0, 0
253.914810,0.114871,5.780225,0.007578, 0, 0, 0
253.924805,0.100517,5.780778,0.008128, 0, 0, 0
253.934799,0.096345,5.780186,0.006767, 0, 0, 0
253.944809,0.107648,5.779143,0.003105, 0, 0, 0
253.954803,0.128372,5.778728,0.022699, 0, 0, 0
253.964813,0.124996,5.809577,0.053025, 0, 0, 0
253.974808,0.104686,5.804155,0.071966, 0, 0, 0
253.984802,0.092813,5.793825,0.050328, 0, 0, 0
253.994812,0.100711,5.782960,0.014436, 0, 0, 0
254.004807,0.103667,5.777188,0.000813, 0, 0, 0
254.014801,0.109178,5.777225,0.023865, 0, 0, 0
254.024811,0.129693,5.779998,0.067955, 0, 0, 0
254.034805,0.139787,5.779949,0.097388, 0, 0, 0
254.044800,0.120455,5.777916,0.091890, 0, 0, 0
254.054810,0.093327,5.777003,0.056725, 0, 0, 0
254.064804,0.084900,5.776171,0.024346, 0, 0, 0
254.074814,0.096819,5.774471,0.026266, 0, 0, 0
254.084808,0.116782,5.774242,0.073649, 0, 0, 0
254.094803,0.122043,5.773402,0.137647, 0, 0, 0
254.104813,0.104675,5.768477,0.181649, 0, 0, 0
254.114807,0.081521,5.760939,0.180699, 0, 0, 0
254.124802,0.070151,5.751529,0.160175, 0, 0, 0
254.134811,0.073544,5.739227,0.143755, 0, 0, 0
254.144806,0.088008,5.723169,0.140901, 0, 0, 0
254.154800,0.095039,5.707675,0.147165, 0, 0, 0
254.164810,0.080826,5.700143,0.160291, 0, 0, 0
254.174805,0.042580,5.704114,0.181592, 0, 0, 0
254.184814,0.012900,5.715592,0.213632, 0, 0, 0
254.194809,0.019931,5.724195,0.229701, 0, 0, 0
254.204803,0.057667,5.715704,0.201821, 0, 0, 0
254.214813,0.077390,5.729464,0.153788, 0, 0, 0
254.224808,0.076940,5.714108,0.118985, 0, 0, 0
254.234802,0.078186,5.710570,0.091163, 0, 0, 0
254.244812,0.086644,5.724120,0.108561, 0, 0, 0
254.254807,0.084239,5.747153,0.175938, 0, 0, 0
254.264801,0.090931,5.763912,0.234125, 0, 0, 0
254.274811,0.122186,5.752360,0.217721, 0, 0, 0
254.284805,0.126276,5.727334,0.147089, 0, 0, 0
254.294815,0.083422,5.705506,0.099716, 0, 0, 0
254.304810,0.059431,5.694284,0.056240, 0, 0, 0
254.314804,0.095741,5.706570,0.054720, 0, 0, 0
254.324799,0.140012,5.729537,0.092843, 0, 0, 0
254.334808,0.141135,5.741631,0.104684, 0, 0, 0
254.344803,0.129452,5.738171,0.057744, 0, 0, 0
254.354813,0.132395,5.727218,0.018845, 0, 0, 0
254.364807,0.140162,5.723748,0.054468, 0, 0, 0
254.374802,0.141577,5.736285,0.018048, 0, 0, 0
254.384811,0.146351,5.753372,0.066415, 0, 0, 0
254.394806,0.150582,5.760031,0.115744, 0, 0, 0
254.404800,0.140854,5.743062,0.095555, 0, 0, 0
254.414810,0.128358,5.717015,0.032786, 0, 0, 0
254.424805,0.126926,5.697448,0.016321, 0, 0, 0
254.434814,0.138261,5.691768,0.009054, 0, 0, 0
254.444809,0.148848,5.699119,0.055813, 0, 0, 0
254.454803,0.141190,5.701859,0.106919, 0, 0, 0
254.464813,0.120731,5.725467,0.103322, 0, 0, 0
254.474808,0.108420,5.720051,0.047616, 0, 0, 0
254.484802,0.106992,5.715949,0.003353, 0, 0, 0
254.494812,0.117218,5.714527,0.000593, 0, 0, 0
254.504807,0.143338,5.717299,0.041857, 0, 0, 0
254.514801,0.155123,5.721688,0.088597, 0, 0, 0
254.524811,0.129716,5.726939,0.107055, 0, 0, 0
254.534805,0.088976,5.730874,0.093780, 0, 0, 0
254.544800,0.078547,5.730379,0.071448, 0, 0, 0
254.554810,0.105954,5.722237,0.054632, 0, 0, 0
254.564804,0.126440,5.707682,0.063984, 0, 0, 0
254.574799,0.118554,5.693917,0.071819, 0, 0, 0
254.584808,0.101096,5.688227,0.066750, 0, 0, 0
254.594803,0.087197,5.695228,0.049241, 0, 0, 0
254.604813,0.087745,5.708948,0.050496, 0, 0, 0
254.614807,0.104180,5.718627,0.070149, 0, 0, 0
254.624802,0.134826,5.714498,0.083746, 0, 0, 0
254.634811,0.134214,5.699366,0.075419, 0, 0, 0
254.644806,0.095926,5.689417,0.054693, 0, 0, 0
254.654800,0.056344,5.695953,0.042075, 0, 0, 0
254.664810,0.056425,5.713660,0.051621, 0, 0, 0
254.674805,0.091777,5.726939,0.076001, 0, 0, 0
254.684814,0.138543,5.725808,0.090791, 0, 0, 0
254.694809,0.160577,5.710271,0.066833, 0, 0, 0
254.704803,0.150026,5.694251,0.025212, 0, 0, 0
254.714813,0.130179,5.705796,0.002956, 0, 0, 0
254.724808,0.114443,5.722031,0.015623, 0, 0, 0
254.734802,0.108754,5.742427,0.072002, 0, 0, 0
254.744812,0.107576,5.745906,0.100557, 0, 0, 0
254.754807,0.113390,5.728526,0.062689, 0, 0, 0
254.764801,0.118311,5.708541,0.008473, 0, 0, 0
254.774811,0.119504,5.699309,0.029667, 0, 0, 0
254.784805,0.107183,5.709286,0.009956, 0, 0, 0
254.794815,0.094411,5.727297,0.102512, 0, 0, 0
254.804810,0.091363,5.733059,0.166093, 0, 0, 0
254.814804,0.084426,5.718182,0.179475, 0, 0, 0
254.824814,0.065854,5.693121,0.156722, 0, 0, 0
254.834808,0.060122,5.665774,0.144959, 0, 0, 0
254.844803,0.072058,5.641127,0.152095, 0, 0, 0
254.854813,0.073803,5.624989,0.195126, 0, 0, 0
254.864807,0.051451,5.614781,0.247281, 0, 0, 0
254.874802,0.026442,5.614458,0.269738, 0, 0, 0
254.884811,0.011256,5.611847,0.269119, 0, 0, 0
254.894806,0.017603,5.606099,0.248005, 0, 0, 0
254.904800,0.050798,5.599955,0.227372, 0, 0, 0
254.914810,0.082854,5.594872,0.217766, 0, 0, 0
254.924805,0.077275,5.595950,0.224945, 0, 0, 0
254.934814,0.048211,5.608965,0.230582, 0, 0, 0
254.944809,0.033431,5.631781,0.231207, 0, 0, 0
254.954803,0.038814,5.652821,0.232305, 0, 0, 0
254.964813,0.049245,5.672864,0.249421, 0, 0, 0
254.974808,0.061110,5.668732,0.250136, 0, 0, 0
254.984802,0.082256,5.654973,0.259488, 0, 0, 0
254.994812,0.103532,5.644142,0.252121, 0, 0, 0
255.004807,0.093230,5.647139,0.262815, 0, 0, 0
255.014801,0.050719,5.653937,0.268797, 0, 0, 0
255.024811,0.036168,5.651487,0.235307, 0, 0, 0
255.034805,0.052600,5.640223,0.182888, 0, 0, 0
255.044800,0.077667,5.631904,0.156595, 0, 0, 0
255.054810,0.090265,5.636900,0.153409, 0, 0, 0
255.064804,0.071090,5.656818,0.163786, 0, 0, 0
255.074799,0.045524,5.681221,0.146960, 0, 0, 0
255.084808,0.030835,5.697604,0.105517, 0, 0, 0
255.094803,0.025117,5.708980,0.059631, 0, 0, 0
255.104813,0.025796,5.718084,0.044735, 0, 0, 0
255.114807,0.052841,5.723178,0.043698, 0, 0, 0
255.124802,0.082058,5.728248,0.062431, 0, 0, 0
255.134811,0.071260,5.734163,0.109904, 0, 0, 0
255.144806,0.037338,5.737387,0.140307, 0, 0, 0
255.154800,0.025164,5.730525,0.136068, 0, 0, 0
255.164810,0.029283,5.716265,0.103352, 0, 0, 0
255.174805,0.038887,5.696782,0.083883, 0, 0, 0
255.184799,0.038744,5.676377,0.059545, 0, 0, 0
255.194809,0.041053,5.666737,0.065577, 0, 0, 0
255.204803,0.032801,5.673044,0.078766, 0, 0, 0
255.214813,0.012552,5.706706,0.099023, 0, 0, 0
255.224808,0.006993,5.726441,0.107373, 0, 0, 0
255.234802,0.011935,5.731612,0.098759, 0, 0, 0
255.244812,0.006816,5.724236,0.066611, 0, 0, 0
255.254807,0.029716,5.713779,0.057208, 0, 0, 0
255.264801,0.034869,5.710497,0.068422, 0, 0, 0
255.274811,0.026466,5.717057,0.108436, 0, 0, 0
255.284805,0.023367,5.727330,0.131420, 0, 0, 0
255.294800,0.022169,5.730065,0.138206, 0, 0, 0
255.304810,0.021108,5.720168,0.103251, 0, 0, 0
255.314804,0.036658,5.705655,0.058899, 0, 0, 0
255.324799,0.067600,5.694315,0.006772, 0, 0, 0
255.334808,0.081428,5.699095,0.007003, 0, 0, 0
255.344803,0.079539,5.717916,0.026536, 0, 0, 0
255.354813,0.073778,5.740581,0.053994, 0, 0, 0
255.364807,0.081485,5.757312,0.051721, 0, 0, 0
255.374802,0.102763,5.761712,0.044043, 0, 0, 0
255.384811,0.139235,5.758610,0.042291, 0, 0, 0
255.394806,0.177684,5.754346,0.061441, 0, 0, 0
255.404800,0.174577,5.748213,0.085627, 0, 0, 0
255.414810,0.128270,5.740152,0.093027, 0, 0, 0
255.424805,0.092404,5.733344,0.081336, 0, 0, 0
255.434814,0.102072,5.726610,0.078805, 0, 0, 0
255.444809,0.131687,5.719528,0.105300, 0, 0, 0
255.454803,0.143171,5.704196,0.148318, 0, 0, 0
255.464813,0.141199,5.690803,0.150234, 0, 0, 0
255.474808,0.145937,5.668847,0.115758, 0, 0, 0
255.484802,0.135865,5.669633,0.082605, 0, 0, 0
255.494812,0.101778,5.687142,0.079617, 0, 0, 0
255.504807,0.066779,5.701256,0.089697, 0, 0, 0
255.514801,0.082253,5.699399,0.080090, 0, 0, 0
255.524811,0.129576,5.689004,0.071532, 0, 0, 0
255.534805,0.148077,5.685246,0.099082, 0, 0, 0
255.544800,0.119996,5.690264,0.146027, 0, 0, 0
255.554810,0.083185,5.689734,0.162182, 0, 0, 0
255.564804,0.068089,5.674237,0.134333, 0, 0, 0
255.574814,0.065486,5.650613,0.115247, 0, 0, 0
255.584808,0.067856,5.627518,0.119436, 0, 0, 0
255.594803,0.077311,5.605573,0.133171, 0, 0, 0
255.604813,0.087764,5.586955,0.133920, 0, 0, 0
255.614807,0.093217,5.575590,0.117596, 0, 0, 0
255.624802,0.084799,5.575990,0.095313, 0, 0, 0
255.634811,0.064949,5.585521,0.075094, 0, 0, 0
255.644806,0.058270,5.594173,0.057838, 0, 0, 0
255.654800,0.085041,5.598759,0.039679, 0, 0, 0
255.664810,0.113138,5.604971,0.052547, 0, 0, 0
255.674805,0.119124,5.612285,0.091428, 0, 0, 0
255.684814,0.111699,5.618526,0.121793, 0, 0, 0
255.694809,0.103477,5.618655,0.132819, 0, 0, 0
255.704803,0.107272,5.608207,0.123488, 0, 0, 0
255.714813,0.091378,5.676395,0.107494, 0, 0, 0
255.724808,0.124849,5.657091,0.121364, 0, 0, 0
255.734802,0.141097,5.636685,0.132625, 0, 0, 0
255.744812,0.142891,5.619108,0.127980, 0, 0, 0
255.754807,0.134214,5.611970,0.108222, 0, 0, 0
255.764801,0.126792,5.618407,0.089255, 0, 0, 0
255.774811,0.128420,5.628939,0.076170, 0, 0, 0
255.784805,0.138385,5.634475,0.076368, 0, 0, 0
255.794800,0.148807,5.635636,0.084774, 0, 0, 0
255.804810,0.148791,5.636736,0.096494, 0, 0, 0
255.814804,0.133243,5.639395,0.107814, 0, 0, 0
255.824814,0.118613,5.643171,0.127011, 0, 0, 0
255.834808,0.114675,5.641026,0.156332, 0, 0, 0
255.844803,0.116529,5.627181,0.187589, 0, 0, 0
255.854813,0.119126,5.602174,0.206456, 0, 0, 0
255.864807,0.123400,5.572436,0.212534, 0, 0, 0
255.874802,0.119491,5.548507,0.206729, 0, 0, 0
255.884811,0.097450,5.534847,0.203968, 0, 0, 0
255.894806,0.083241,5.530098,0.194549, 0, 0, 0
255.904800,0.095289,5.528886,0.183392, 0, 0, 0
255.914810,0.107702,5.529856,0.177187, 0, 0, 0
255.924805,0.106274,5.534046,0.179498, 0, 0, 0
255.934814,0.102093,5.540340,0.175319, 0, 0, 0
255.944809,0.102786,5.550406,0.162115, 0, 0, 0
255.954803,0.108983,5.560560,0.156240, 0, 0, 0
255.964813,0.108950,5.568470,0.161511, 0, 0, 0
255.974808,0.119988,5.572597,0.175488, 0, 0, 0
255.984802,0.135123,5.567578,0.169335, 0, 0, 0
255.994812,0.136171,5.556955,0.151428, 0, 0, 0
256.004791,0.127031,5.547493,0.130134, 0, 0, 0
256.014801,0.121003,5.541039,0.121383, 0, 0, 0
256.024811,0.123387,5.538735,0.116320, 0, 0, 0
256.034821,0.133408,5.536310,0.117892, 0, 0, 0
256.044800,0.137824,5.531792,0.100526, 0, 0, 0
256.054810,0.135823,5.528176,0.064796, 0, 0, 0
256.064819,0.138663,5.532334,0.004260, 0, 0, 0
256.074799,0.149716,5.541514,0.037705, 0, 0, 0
256.084808,0.148834,5.553846,0.045343, 0, 0, 0
256.094818,0.153106,5.567669,0.008093, 0, 0, 0
256.104797,0.171863,5.577718,0.036207, 0, 0, 0
256.114807,0.197611,5.582583,0.066875, 0, 0, 0
256.124817,0.200660,5.577901,0.075219, 0, 0, 0
256.134796,0.179387,5.560146,0.047105, 0, 0, 0
256.144806,0.158827,5.534589,0.006682, 0, 0, 0
256.154816,0.164138,5.513012,0.029906, 0, 0, 0
256.164795,0.169327,5.506061,0.011457, 0, 0, 0
256.174805,0.163385,5.513019,0.065140, 0, 0, 0
256.184814,0.144652,5.521214,0.096727, 0, 0, 0
256.194794,0.128493,5.516791,0.058139, 0, 0, 0
256.204803,0.114408,5.506628,0.027984, 0, 0, 0
256.214813,0.100291,5.506513,0.075848, 0, 0, 0
256.224792,0.106340,5.506814,0.079116, 0, 0, 0
256.234802,0.113716,5.519666,0.025289, 0, 0, 0
256.244812,0.116461,5.534020,0.025228, 0, 0, 0
256.254791,0.098894,5.543252,0.048541, 0, 0, 0
256.264801,0.073572,5.539634,0.038778, 0, 0, 0
256.274811,0.067424,5.524460,0.017406, 0, 0, 0
256.284821,0.081690,5.503264,0.004446, 0, 0, 0
256.294800,0.099657,5.485917,0.001642, 0, 0, 0
256.304810,0.098087,5.475904,0.025752, 0, 0, 0
256.314819,0.083035,5.473399,0.050434, 0, 0, 0
256.324799,0.063713,5.476433,0.059305, 0, 0, 0
256.334808,0.052091,5.475889,0.057478, 0, 0, 0
256.344818,0.061920,5.470375,0.048557, 0, 0, 0
256.354797,0.081278,5.461024,0.053070, 0, 0, 0
256.364807,0.101266,5.454392,0.056368, 0, 0, 0
256.374817,0.101158,5.455462,0.073579, 0, 0, 0
256.384796,0.082604,5.461329,0.092992, 0, 0, 0
256.394806,0.072293,5.470088,0.118860, 0, 0, 0
256.404816,0.081440,5.472159,0.140798, 0, 0, 0
256.414795,0.111799,5.467862,0.158485, 0, 0, 0
256.424805,0.137341,5.455029,0.170184, 0, 0, 0
256.434814,0.142245,5.438184,0.182357, 0, 0, 0
256.444794,0.119617,5.423650,0.189348, 0, 0, 0
256.454803,0.098246,5.416282,0.202658, 0, 0, 0
256.464813,0.087534,5.417288,0.223897, 0, 0, 0
256.474792,0.092697,5.418007,0.264185, 0, 0, 0
256.484802,0.102067,5.409490,0.292936, 0, 0, 0
256.494812,0.107602,5.385725,0.293051, 0, 0, 0
256.504822,0.092288,5.360705,0.262535, 0, 0, 0
256.514801,0.058553,5.348320,0.240182, 0, 0, 0
256.524811,0.032007,5.351617,0.241996, 0, 0, 0
256.534821,0.028732,5.365371,0.272867, 0, 0, 0
256.544800,0.051559,5.372560,0.293168, 0, 0, 0
256.554810,0.061101,5.363441,0.291012, 0, 0, 0
256.564819,0.045742,5.347882,0.254009, 0, 0, 0
256.574799,0.036601,5.336295,0.200396, 0, 0, 0
256.584808,0.037460,5.334643,0.147233, 0, 0, 0
256.594818,0.031835,5.341745,0.162814, 0, 0, 0
256.604797,0.030745,5.353680,0.214080, 0, 0, 0
256.614807,0.041615,5.355929,0.270135, 0, 0, 0
256.624817,0.051183,5.340560,0.256267, 0, 0, 0
256.634796,0.043100,5.320447,0.201881, 0, 0, 0
256.644806,0.024801,5.307821,0.147526, 0, 0, 0
256.654816,0.018683,5.299505,0.122587, 0, 0, 0
256.664795,0.025968,5.299806,0.137167, 0, 0, 0
256.674805,0.028647,5.305861,0.175124, 0, 0, 0
256.684814,0.026850,5.310511,0.177700, 0, 0, 0
256.694794,0.026037,5.312736,0.145273, 0, 0, 0
256.704803,0.028110,5.314425,0.106258, 0, 0, 0
256.714813,0.023795,5.331433,0.079268, 0, 0, 0
256.724792,0.046191,5.327488,0.074804, 0, 0, 0
256.734802,0.060960,5.326050,0.085115, 0, 0, 0
256.744812,0.060522,5.329754,0.093528, 0, 0, 0
256.754822,0.043759,5.333282,0.096637, 0, 0, 0
256.764801,0.038111,5.333335,0.080799, 0, 0, 0
256.774811,0.052450,5.326502,0.057585, 0, 0, 0
256.784821,0.062410,5.314866,0.041818, 0, 0, 0
256.794800,0.052915,5.306161,0.038214, 0, 0, 0
256.804810,0.040115,5.304378,0.037827, 0, 0, 0
256.814819,0.033284,5.310338,0.030136, 0, 0, 0
256.824799,0.029633,5.318464,0.025680, 0, 0, 0
256.834808,0.026679,5.322703,0.017872, 0, 0, 0
256.844818,0.035120,5.318930,0.004804, 0, 0, 0
256.854797,0.043827,5.312876,0.007870, 0, 0, 0
256.864807,0.040957,5.312363,0.006577, 0, 0, 0
256.874817,0.028112,5.321047,0.011976, 0, 0, 0
256.884796,0.020424,5.334767,0.038229, 0, 0, 0
256.894806,0.021566,5.341445,0.050828, 0, 0, 0
256.904816,0.024040,5.339076,0.040989, 0, 0, 0
256.914795,0.024353,5.332259,0.025933, 0, 0, 0
256.924805,0.032958,5.328207,0.013862, 0, 0, 0
256.934814,0.047340,5.330795,0.020586, 0, 0, 0
256.944794,0.052418,5.340054,0.038220, 0, 0, 0
256.954803,0.044978,5.347342,0.052664, 0, 0, 0
256.964813,0.040691,5.355543,0.046072, 0, 0, 0
256.974792,0.048125,5.353660,0.020811, 0, 0, 0
256.984802,0.056010,5.353410,0.000017, 0, 0, 0
256.994812,0.056875,5.359922,0.016613, 0, 0, 0
257.004822,0.055783,5.370308,0.022079, 0, 0, 0
257.014801,0.059862,5.384048,0.024335, 0, 0, 0
257.024811,0.066894,5.397842,0.013972, 0, 0, 0
257.034821,0.069105,5.410466,0.002783, 0, 0, 0
257.044800,0.069702,5.418937,0.002888, 0, 0, 0
257.054810,0.085270,5.421709,0.014640, 0, 0, 0
257.064819,0.105760,5.421078,0.041197, 0, 0, 0
257.074799,0.118497,5.422292,0.056932, 0, 0, 0
257.084808,0.120258,5.426632,0.060955, 0, 0, 0
257.094818,0.125787,5.430233,0.063737, 0, 0, 0
257.104797,0.150458,5.437467,0.085776, 0, 0, 0
257.114807,0.171290,5.445298,0.094730, 0, 0, 0
257.124817,0.159394,5.454689,0.091336, 0, 0, 0
257.134796,0.138381,5.462643,0.068073, 0, 0, 0
257.144806,0.146170,5.468579,0.064017, 0, 0, 0
257.154816,0.164870,5.476445,0.082300, 0, 0, 0
257.164795,0.158379,5.484662,0.097160, 0, 0, 0
257.174805,0.133202,5.489542,0.111312, 0, 0, 0
257.184814,0.130674,5.489555,0.110205, 0, 0, 0
257.194794,0.150154,5.491976,0.094080, 0, 0, 0
257.204803,0.150670,5.500096,0.040373, 0, 0, 0
257.214813,0.130257,5.510087,0.012617, 0, 0, 0
257.224792,0.113813,5.510603,0.040717, 0, 0, 0
257.234802,0.119384,5.498988,0.012267, 0, 0, 0
257.244812,0.115492,5.481227,0.020758, 0, 0, 0
257.254822,0.099038,5.468835,0.033534, 0, 0, 0
257.264801,0.104462,5.471712,0.001722, 0, 0, 0
257.274811,0.115695,5.485362,0.063109, 0, 0, 0
257.284821,0.104903,5.500364,0.129932, 0, 0, 0
257.294800,0.065566,5.505830,0.157725, 0, 0, 0
257.304810,0.030761,5.497931,0.133793, 0, 0, 0
