Time, fMagVelBx, fMagVelBy, fMagVelBz, s_nZeroVelChkCnt, ZUPT_Run_Flag, ZUPT_FLAG 
118.824806,0.212331,2.659705,0.033971, 0, 0, 0
118.834808,0.215702,2.648183,0.038002, 0, 0, 0
118.844803,0.218570,2.635112,0.037724, 0, 0, 0
118.854805,0.222388,2.622263,0.037031, 0, 0, 0
118.864807,0.227588,2.609368,0.031414, 0, 0, 0
118.874809,0.230269,2.596484,0.030126, 0, 0, 0
118.884804,0.232071,2.585325,0.025603, 0, 0, 0
118.894806,0.234028,2.575127,0.022507, 0, 0, 0
118.904808,0.238312,2.564848,0.016525, 0, 0, 0
118.914803,0.246397,2.553590,0.012494, 0, 0, 0
118.924805,0.253954,2.542350,0.008003, 0, 0, 0
118.934807,0.256808,2.531115,0.000801, 0, 0, 0
118.944809,0.260614,2.520541,0.007603, 0, 0, 0
118.954803,0.265283,2.511094,0.015374, 0, 0, 0
118.964806,0.255847,2.737610,0.000964, 0, 0, 0
118.974808,0.266289,2.728937,0.030599, 0, 0, 0
118.984810,0.270954,2.718825,0.032428, 0, 0, 0
118.994804,0.279079,2.708385,0.028776, 0, 0, 0
119.004807,0.289114,2.699583,0.032754, 0, 0, 0
119.014809,0.292725,2.692475,0.042694, 0, 0, 0
119.024811,0.293905,2.686768,0.056029, 0, 0, 0
119.034805,0.294825,2.679325,0.061679, 0, 0, 0
119.044807,0.294757,2.669421,0.059080, 0, 0, 0
119.054810,0.295757,2.658900,0.049198, 0, 0, 0
119.064804,0.299942,2.649161,0.045392, 0, 0, 0
119.074806,0.303301,2.640807,0.049669, 0, 0, 0
119.084808,0.304994,2.633191,0.058780, 0, 0, 0
119.094803,0.302014,2.626444,0.063932, 0, 0, 0
119.104805,0.298444,2.619862,0.063475, 0, 0, 0
119.114807,0.295974,2.613129,0.057265, 0, 0, 0
119.124809,0.296191,2.605600,0.050796, 0, 0, 0
119.134804,0.301961,2.597463,0.047106, 0, 0, 0
119.144806,0.308901,2.588703,0.042213, 0, 0, 0
119.154808,0.305182,2.581267,0.042083, 0, 0, 0
119.164810,0.294757,2.575882,0.044446, 0, 0, 0
119.174805,0.290121,2.570874,0.044632, 0, 0, 0
119.184807,0.292649,2.564134,0.040357, 0, 0, 0
119.194809,0.295160,2.555274,0.037156, 0, 0, 0
119.204803,0.298920,2.544535,0.032653, 0, 0, 0
119.214806,0.291768,2.760400,0.003626, 0, 0, 0
119.224808,0.297961,2.751202,0.013071, 0, 0, 0
119.234802,0.289846,2.746745,0.012507, 0, 0, 0
119.244804,0.284034,2.743941,0.012410, 0, 0, 0
119.254807,0.286853,2.740177,0.008543, 0, 0, 0
119.264809,0.288268,2.734666,0.005609, 0, 0, 0
119.274811,0.285260,2.727757,0.000492, 0, 0, 0
119.284805,0.283610,2.720858,0.006112, 0, 0, 0
119.294807,0.283788,2.715112,0.011629, 0, 0, 0
119.304810,0.280304,2.711689,0.011381, 0, 0, 0
119.314804,0.275858,2.709245,0.007900, 0, 0, 0
119.324806,0.273825,2.704589,0.007158, 0, 0, 0
119.334808,0.278064,2.697669,0.010497, 0, 0, 0
119.344810,0.280691,2.690672,0.014495, 0, 0, 0
119.354805,0.279974,2.684995,0.013892, 0, 0, 0
119.364807,0.278101,2.682299,0.010996, 0, 0, 0
119.374809,0.273750,2.679443,0.006140, 0, 0, 0
119.384804,0.269744,2.675689,0.010367, 0, 0, 0
119.394806,0.270221,2.672153,0.010103, 0, 0, 0
119.404808,0.269932,2.668307,0.008825, 0, 0, 0
119.414810,0.270712,2.665219,0.002646, 0, 0, 0
119.424805,0.271233,2.662516,0.000724, 0, 0, 0
119.434807,0.269615,2.659500,0.002200, 0, 0, 0
119.444809,0.267011,2.656598,0.008457, 0, 0, 0
119.454803,0.265192,2.653560,0.011047, 0, 0, 0
119.464806,0.254496,2.869386,0.039868, 0, 0, 0
119.474808,0.265137,2.866841,0.014488, 0, 0, 0
119.484810,0.266200,2.864193,0.013674, 0, 0, 0
119.494804,0.265195,2.861408,0.016680, 0, 0, 0
119.504807,0.264477,2.858865,0.022240, 0, 0, 0
119.514809,0.262985,2.856486,0.026454, 0, 0, 0
119.524811,0.261703,2.853473,0.029186, 0, 0, 0
119.534805,0.263206,2.850312,0.032675, 0, 0, 0
119.544807,0.268050,2.847557,0.031630, 0, 0, 0
119.554810,0.268642,2.844659,0.031889, 0, 0, 0
119.564804,0.263729,2.841702,0.029789, 0, 0, 0
119.574806,0.262342,2.838254,0.033533, 0, 0, 0
119.584808,0.265992,2.833180,0.039665, 0, 0, 0
119.594803,0.267377,2.827986,0.041982, 0, 0, 0
119.604805,0.268260,2.823042,0.038437, 0, 0, 0
119.614807,0.269625,2.818321,0.034605, 0, 0, 0
119.624809,0.273674,2.812776,0.034333, 0, 0, 0
119.634804,0.277946,2.807023,0.037929, 0, 0, 0
119.644806,0.278619,2.802253,0.037296, 0, 0, 0
119.654808,0.280752,2.796239,0.035464, 0, 0, 0
119.664810,0.287325,2.789206,0.033957, 0, 0, 0
119.674805,0.295008,2.782349,0.033046, 0, 0, 0
119.684807,0.301147,2.776442,0.030650, 0, 0, 0
119.694809,0.305484,2.771111,0.027577, 0, 0, 0
119.704803,0.309040,2.765209,0.022853, 0, 0, 0
119.714806,0.296543,2.977514,0.049978, 0, 0, 0
119.724808,0.305454,2.969159,0.027172, 0, 0, 0
119.734810,0.307624,2.960795,0.026690, 0, 0, 0
119.744804,0.308054,2.952512,0.025688, 0, 0, 0
119.754807,0.309336,2.945674,0.022652, 0, 0, 0
119.764809,0.312092,2.937807,0.017484, 0, 0, 0
119.774811,0.315516,2.928707,0.015380, 0, 0, 0
119.784805,0.317103,2.918765,0.013816, 0, 0, 0
119.794807,0.317865,2.908501,0.014984, 0, 0, 0
119.804810,0.316410,2.898333,0.015364, 0, 0, 0
119.814804,0.315830,2.889183,0.016565, 0, 0, 0
119.824806,0.317070,2.880541,0.014634, 0, 0, 0
119.834808,0.321016,2.871627,0.014471, 0, 0, 0
119.844810,0.326574,2.862283,0.011142, 0, 0, 0
119.854805,0.330230,2.853242,0.009898, 0, 0, 0
119.864807,0.330783,2.843970,0.004277, 0, 0, 0
119.874809,0.335391,2.834239,0.002960, 0, 0, 0
119.884804,0.339319,2.824801,0.000113, 0, 0, 0
119.894806,0.341286,2.815529,0.003239, 0, 0, 0
119.904808,0.342010,2.804774,0.006336, 0, 0, 0
119.914803,0.347168,2.792396,0.005391, 0, 0, 0
119.924805,0.350366,2.779959,0.004793, 0, 0, 0
119.934807,0.346587,2.767684,0.006454, 0, 0, 0
119.944809,0.339611,2.756472,0.005791, 0, 0, 0
119.954803,0.338383,2.745464,0.003499, 0, 0, 0
119.964806,0.317482,2.952212,0.028906, 0, 0, 0
119.974808,0.315902,2.941793,0.008571, 0, 0, 0
119.984810,0.311180,2.930368,0.014569, 0, 0, 0
119.994804,0.310840,2.919345,0.022529, 0, 0, 0
120.004807,0.308734,2.910420,0.028209, 0, 0, 0
120.014809,0.299780,2.902683,0.026155, 0, 0, 0
120.024811,0.294193,2.895692,0.024688, 0, 0, 0
120.034805,0.295663,2.886431,0.025742, 0, 0, 0
120.044807,0.297310,2.875715,0.032677, 0, 0, 0
120.054810,0.296319,2.865444,0.035522, 0, 0, 0
120.064804,0.297187,2.854743,0.037341, 0, 0, 0
120.074806,0.297074,2.844115,0.040208, 0, 0, 0
120.084808,0.288757,2.833942,0.041682, 0, 0, 0
120.094803,0.279490,2.825043,0.042670, 0, 0, 0
120.104805,0.278052,2.816079,0.046661, 0, 0, 0
120.114807,0.279489,2.807392,0.049605, 0, 0, 0
120.124809,0.276037,2.798315,0.049677, 0, 0, 0
120.134804,0.272648,2.788448,0.050136, 0, 0, 0
120.144806,0.272810,2.777793,0.051547, 0, 0, 0
120.154808,0.271479,2.769189,0.050295, 0, 0, 0
120.164803,0.264222,2.761905,0.045746, 0, 0, 0
120.174805,0.260898,2.752921,0.042562, 0, 0, 0
120.184807,0.264806,2.740806,0.043940, 0, 0, 0
120.194809,0.269678,2.727905,0.039784, 0, 0, 0
120.204803,0.267762,2.715533,0.031901, 0, 0, 0
120.214806,0.244314,2.925067,0.052582, 0, 0, 0
120.224808,0.241647,2.913439,0.029135, 0, 0, 0
120.234810,0.240205,2.901980,0.033878, 0, 0, 0
120.244804,0.238541,2.891003,0.034037, 0, 0, 0
120.254807,0.238751,2.880658,0.032015, 0, 0, 0
120.264809,0.242829,2.871240,0.026620, 0, 0, 0
120.274811,0.245750,2.862556,0.020009, 0, 0, 0
120.284805,0.243307,2.854112,0.018152, 0, 0, 0
120.294807,0.240496,2.846309,0.019770, 0, 0, 0
120.304810,0.241566,2.837962,0.024070, 0, 0, 0
120.314804,0.247017,2.828461,0.024645, 0, 0, 0
120.324806,0.254227,2.818594,0.023575, 0, 0, 0
120.334808,0.261085,2.808505,0.019753, 0, 0, 0
120.344810,0.264009,2.798565,0.020519, 0, 0, 0
120.354805,0.262540,2.789694,0.022735, 0, 0, 0
120.364807,0.263763,2.781029,0.029067, 0, 0, 0
120.374809,0.268418,2.772697,0.033041, 0, 0, 0
120.384804,0.274710,2.763687,0.035043, 0, 0, 0
120.394806,0.281696,2.754574,0.034715, 0, 0, 0
120.404808,0.287915,2.745785,0.037479, 0, 0, 0
120.414810,0.289784,2.738450,0.038537, 0, 0, 0
120.424805,0.288041,2.732385,0.040280, 0, 0, 0
120.434807,0.289241,2.726052,0.038841, 0, 0, 0
120.444809,0.297327,2.717615,0.035457, 0, 0, 0
120.454803,0.305816,2.707596,0.032182, 0, 0, 0
120.464806,0.291240,2.908892,0.059128, 0, 0, 0
120.474808,0.292760,2.897759,0.041166, 0, 0, 0
120.484810,0.292948,2.886561,0.046411, 0, 0, 0
120.494804,0.292985,2.876367,0.045493, 0, 0, 0
120.504807,0.296385,2.868042,0.039253, 0, 0, 0
120.514809,0.303622,2.858733,0.029561, 0, 0, 0
120.524811,0.310324,2.848197,0.027057, 0, 0, 0
120.534805,0.311048,2.836237,0.029394, 0, 0, 0
120.544807,0.311620,2.824666,0.036265, 0, 0, 0
120.554810,0.314544,2.815352,0.038580, 0, 0, 0
120.564804,0.319323,2.807530,0.033217, 0, 0, 0
120.574806,0.322975,2.800840,0.022812, 0, 0, 0
120.584808,0.328335,2.791923,0.016012, 0, 0, 0
120.594803,0.333305,2.780468,0.020613, 0, 0, 0
120.604805,0.338433,2.769350,0.027938, 0, 0, 0
120.614807,0.340272,2.760195,0.030425, 0, 0, 0
120.624809,0.341388,2.751797,0.027961, 0, 0, 0
120.634804,0.345226,2.743140,0.024650, 0, 0, 0
120.644806,0.347307,2.733092,0.023351, 0, 0, 0
120.654808,0.346919,2.722853,0.028867, 0, 0, 0
120.664810,0.345809,2.713247,0.033942, 0, 0, 0
120.674805,0.347178,2.704696,0.040423, 0, 0, 0
120.684807,0.352971,2.696805,0.042121, 0, 0, 0
120.694809,0.355163,2.688720,0.042824, 0, 0, 0
120.704803,0.352534,2.681162,0.043383, 0, 0, 0
120.714806,0.328731,2.886887,0.076483, 0, 0, 0
120.724808,0.329217,2.880800,0.065656, 0, 0, 0
120.734810,0.332644,2.874353,0.074943, 0, 0, 0
120.744804,0.335891,2.867770,0.074595, 0, 0, 0
120.754807,0.339284,2.860628,0.066576, 0, 0, 0
120.764809,0.344465,2.852673,0.056049, 0, 0, 0
120.774811,0.343804,2.842758,0.052011, 0, 0, 0
120.784805,0.338254,2.832813,0.052803, 0, 0, 0
120.794807,0.335969,2.819855,0.060317, 0, 0, 0
120.804810,0.339765,2.807023,0.065249, 0, 0, 0
120.814804,0.345185,2.794569,0.058616, 0, 0, 0
120.824806,0.346024,2.783704,0.047468, 0, 0, 0
120.834808,0.343459,2.774167,0.039163, 0, 0, 0
120.844803,0.339898,2.765659,0.038487, 0, 0, 0
120.854805,0.335995,2.758030,0.043566, 0, 0, 0
120.864807,0.334685,2.750164,0.046394, 0, 0, 0
120.874809,0.336400,2.740871,0.045922, 0, 0, 0
120.884804,0.337753,2.731504,0.041795, 0, 0, 0
120.894806,0.334819,2.722665,0.035823, 0, 0, 0
120.904808,0.325740,2.716087,0.030448, 0, 0, 0
120.914810,0.317141,2.709478,0.026115, 0, 0, 0
120.924805,0.313813,2.701524,0.026709, 0, 0, 0
120.934807,0.315569,2.689151,0.029100, 0, 0, 0
120.944809,0.316503,2.674921,0.034149, 0, 0, 0
120.954803,0.315701,2.661299,0.034988, 0, 0, 0
120.964806,0.291240,2.859126,0.063181, 0, 0, 0
120.974808,0.283934,2.854175,0.040265, 0, 0, 0
120.984802,0.281891,2.850638,0.041234, 0, 0, 0
120.994804,0.280677,2.846002,0.040861, 0, 0, 0
121.004807,0.281269,2.838263,0.045921, 0, 0, 0
121.014809,0.284027,2.828935,0.048335, 0, 0, 0
121.024803,0.285137,2.821162,0.053249, 0, 0, 0
121.034805,0.283294,2.815807,0.050938, 0, 0, 0
121.044807,0.280954,2.811115,0.049532, 0, 0, 0
121.054810,0.282798,2.805344,0.046745, 0, 0, 0
121.064804,0.286866,2.794779,0.046501, 0, 0, 0
121.074806,0.290198,2.781999,0.048679, 0, 0, 0
121.084808,0.292303,2.768526,0.051966, 0, 0, 0
121.094810,0.294391,2.757660,0.055834, 0, 0, 0
121.104805,0.296667,2.749969,0.057261, 0, 0, 0
121.114807,0.297987,2.743387,0.056251, 0, 0, 0
121.124809,0.302654,2.736564,0.055980, 0, 0, 0
121.134804,0.309912,2.728948,0.057640, 0, 0, 0
121.144806,0.316492,2.720177,0.058906, 0, 0, 0
121.154808,0.321274,2.713265,0.058269, 0, 0, 0
121.164810,0.326877,2.707422,0.055132, 0, 0, 0
121.174805,0.332844,2.701788,0.050781, 0, 0, 0
121.184807,0.341784,2.694136,0.049337, 0, 0, 0
121.194809,0.349366,2.684362,0.047875, 0, 0, 0
121.204803,0.355153,2.672859,0.046944, 0, 0, 0
121.214806,0.334911,2.869921,0.073778, 0, 0, 0
121.224808,0.334434,2.859985,0.050197, 0, 0, 0
121.234802,0.338569,2.851551,0.048416, 0, 0, 0
121.244804,0.342559,2.843849,0.042291, 0, 0, 0
121.254807,0.348114,2.835833,0.040589, 0, 0, 0
121.264809,0.355462,2.826544,0.038852, 0, 0, 0
121.274818,0.361046,2.816679,0.042236, 0, 0, 0
121.284805,0.363027,2.808036,0.043378, 0, 0, 0
121.294807,0.364985,2.802382,0.042482, 0, 0, 0
121.304810,0.368795,2.797923,0.035441, 0, 0, 0
121.314804,0.373081,2.792988,0.027756, 0, 0, 0
121.324806,0.375005,2.785254,0.020354, 0, 0, 0
121.334808,0.378016,2.774438,0.024991, 0, 0, 0
121.344810,0.381166,2.762768,0.033063, 0, 0, 0
121.354805,0.381350,2.752666,0.039320, 0, 0, 0
121.364807,0.381778,2.744806,0.036456, 0, 0, 0
121.374809,0.382337,2.737713,0.031084, 0, 0, 0
121.384804,0.383853,2.729116,0.025305, 0, 0, 0
121.394806,0.385454,2.719453,0.029731, 0, 0, 0
121.404808,0.387076,2.710438,0.032733, 0, 0, 0
121.414803,0.389956,2.701784,0.039727, 0, 0, 0
121.424805,0.396041,2.693678,0.042584, 0, 0, 0
121.434807,0.404103,2.686432,0.045428, 0, 0, 0
121.444809,0.406789,2.679968,0.041539, 0, 0, 0
121.454803,0.405010,2.674532,0.040740, 0, 0, 0
121.464806,0.382186,2.874728,0.066743, 0, 0, 0
121.474808,0.386603,2.870081,0.050619, 0, 0, 0
121.484810,0.392512,2.862955,0.051878, 0, 0, 0
121.494804,0.395461,2.854367,0.055296, 0, 0, 0
121.504807,0.399217,2.844630,0.060566, 0, 0, 0
121.514809,0.403220,2.836317,0.065680, 0, 0, 0
121.524811,0.404653,2.830346,0.063475, 0, 0, 0
121.534805,0.406311,2.825557,0.060090, 0, 0, 0
121.544807,0.410860,2.819759,0.055109, 0, 0, 0
121.554810,0.416949,2.811600,0.057288, 0, 0, 0
121.564804,0.420089,2.802493,0.059430, 0, 0, 0
121.574806,0.423211,2.793938,0.061729, 0, 0, 0
121.584808,0.425934,2.786915,0.060431, 0, 0, 0
121.594810,0.428953,2.780967,0.057947, 0, 0, 0
121.604805,0.432265,2.775460,0.054832, 0, 0, 0
121.614807,0.435155,2.768388,0.051749, 0, 0, 0
121.624809,0.439869,2.760317,0.048779, 0, 0, 0
121.634804,0.445635,2.751842,0.046574, 0, 0, 0
121.644806,0.450693,2.743754,0.045048, 0, 0, 0
121.654808,0.454701,2.735751,0.044412, 0, 0, 0
121.664803,0.456120,2.727397,0.043472, 0, 0, 0
121.674805,0.460985,2.719315,0.043589, 0, 0, 0
121.684807,0.466939,2.711105,0.042034, 0, 0, 0
121.694809,0.471082,2.703605,0.039160, 0, 0, 0
121.704803,0.474334,2.696427,0.034718, 0, 0, 0
121.714806,0.450731,2.891086,0.062409, 0, 0, 0
121.724808,0.448988,2.884875,0.045109, 0, 0, 0
121.734810,0.451135,2.878012,0.050501, 0, 0, 0
121.744804,0.456104,2.871705,0.054151, 0, 0, 0
121.754807,0.460725,2.865281,0.054925, 0, 0, 0
121.764809,0.463954,2.858407,0.051692, 0, 0, 0
121.774803,0.467047,2.851562,0.050171, 0, 0, 0
121.784805,0.471144,2.844961,0.048614, 0, 0, 0
121.794807,0.473689,2.838165,0.047372, 0, 0, 0
121.804810,0.479838,2.830698,0.050553, 0, 0, 0
121.814804,0.486275,2.821856,0.054179, 0, 0, 0
121.824806,0.493147,2.811471,0.059444, 0, 0, 0
121.834808,0.497463,2.802934,0.062767, 0, 0, 0
121.844810,0.499048,2.796781,0.059063, 0, 0, 0
121.854805,0.502033,2.792948,0.056599, 0, 0, 0
121.864807,0.506181,2.788654,0.056086, 0, 0, 0
121.874809,0.510017,2.782518,0.062951, 0, 0, 0
121.884804,0.513130,2.774699,0.068765, 0, 0, 0
121.894806,0.519331,2.766529,0.075121, 0, 0, 0
121.904808,0.523661,2.759933,0.075646, 0, 0, 0
121.914810,0.525079,2.755895,0.073048, 0, 0, 0
121.924805,0.527761,2.751257,0.068826, 0, 0, 0
121.934807,0.534817,2.744850,0.068336, 0, 0, 0
121.944809,0.541373,2.736687,0.065597, 0, 0, 0
121.954803,0.548102,2.727284,0.065274, 0, 0, 0
121.964806,0.528969,2.913353,0.092205, 0, 0, 0
121.974808,0.530570,2.905433,0.068937, 0, 0, 0
121.984810,0.531832,2.897334,0.062985, 0, 0, 0
121.994804,0.534088,2.890177,0.056980, 0, 0, 0
122.004807,0.542591,2.882214,0.051247, 0, 0, 0
122.014809,0.554273,2.873847,0.048894, 0, 0, 0
122.024803,0.561685,2.865398,0.045974, 0, 0, 0
122.034805,0.567017,2.855989,0.046574, 0, 0, 0
122.044807,0.574172,2.846757,0.051680, 0, 0, 0
122.054810,0.581611,2.840648,0.053600, 0, 0, 0
122.064804,0.586647,2.836822,0.049002, 0, 0, 0
122.074806,0.592848,2.833221,0.044937, 0, 0, 0
122.084808,0.600389,2.827858,0.044356, 0, 0, 0
122.094803,0.606821,2.820149,0.048333, 0, 0, 0
122.104805,0.613742,2.812182,0.054830, 0, 0, 0
122.114807,0.619100,2.806156,0.055703, 0, 0, 0
122.124809,0.622762,2.801469,0.052907, 0, 0, 0
122.134804,0.626707,2.795551,0.048328, 0, 0, 0
122.144806,0.635052,2.787872,0.049026, 0, 0, 0
122.154808,0.641479,2.778929,0.051275, 0, 0, 0
122.164810,0.644503,2.770890,0.053926, 0, 0, 0
122.174805,0.648479,2.763394,0.054898, 0, 0, 0
122.184807,0.657543,2.757004,0.057224, 0, 0, 0
122.194809,0.664525,2.751364,0.054220, 0, 0, 0
122.204803,0.668632,2.745909,0.052159, 0, 0, 0
122.214806,0.639573,2.931515,0.081386, 0, 0, 0
122.224808,0.644172,2.926876,0.063730, 0, 0, 0
122.234810,0.652042,2.921400,0.065626, 0, 0, 0
122.244804,0.660433,2.916983,0.065850, 0, 0, 0
122.254807,0.666706,2.912451,0.061396, 0, 0, 0
122.264809,0.672125,2.906881,0.062236, 0, 0, 0
122.274811,0.678136,2.900476,0.065502, 0, 0, 0
122.284805,0.685358,2.894363,0.069496, 0, 0, 0
122.294807,0.692485,2.888956,0.070735, 0, 0, 0
122.304810,0.699708,2.882693,0.067264, 0, 0, 0
122.314804,0.708994,2.875900,0.065968, 0, 0, 0
122.324806,0.715557,2.868339,0.063682, 0, 0, 0
122.334808,0.720911,2.862255,0.063166, 0, 0, 0
122.344810,0.726663,2.856848,0.061812, 0, 0, 0
122.354805,0.732929,2.850400,0.061815, 0, 0, 0
122.364807,0.740879,2.843224,0.063974, 0, 0, 0
122.374809,0.751231,2.835702,0.065490, 0, 0, 0
122.384804,0.761562,2.830139,0.064895, 0, 0, 0
122.394806,0.768358,2.825964,0.058364, 0, 0, 0
122.404808,0.774495,2.822214,0.055620, 0, 0, 0
122.414810,0.782125,2.817521,0.054026, 0, 0, 0
122.424805,0.791150,2.811255,0.059564, 0, 0, 0
122.434807,0.799203,2.804676,0.063188, 0, 0, 0
122.444809,0.805743,2.798860,0.063365, 0, 0, 0
122.454803,0.811825,2.793093,0.057862, 0, 0, 0
122.464806,0.781842,2.969959,0.082137, 0, 0, 0
122.474808,0.782097,2.966292,0.056639, 0, 0, 0
122.484810,0.782832,2.960487,0.058028, 0, 0, 0
122.494804,0.785528,2.952999,0.061928, 0, 0, 0
122.504807,0.793454,2.944287,0.069597, 0, 0, 0
122.514809,0.800338,2.936638,0.069659, 0, 0, 0
122.524811,0.802076,2.930822,0.064932, 0, 0, 0
122.534805,0.802254,2.926919,0.062196, 0, 0, 0
122.544807,0.804538,2.922555,0.061867, 0, 0, 0
122.554810,0.807894,2.918296,0.068592, 0, 0, 0
122.564804,0.814407,2.912989,0.072722, 0, 0, 0
122.574806,0.823658,2.906484,0.076395, 0, 0, 0
122.584808,0.833592,2.900499,0.077378, 0, 0, 0
122.594803,0.837290,2.896023,0.075587, 0, 0, 0
122.604805,0.837738,2.893288,0.075033, 0, 0, 0
122.614807,0.840627,2.890591,0.075885, 0, 0, 0
122.624809,0.847202,2.886664,0.077794, 0, 0, 0
122.634804,0.854766,2.880219,0.079066, 0, 0, 0
122.644806,0.863170,2.872263,0.083037, 0, 0, 0
122.654808,0.869025,2.864501,0.087891, 0, 0, 0
122.664803,0.870884,2.858597,0.090148, 0, 0, 0
122.674805,0.872971,2.855880,0.090173, 0, 0, 0
122.684807,0.879997,2.853957,0.086394, 0, 0, 0
122.694809,0.889292,2.850418,0.085075, 0, 0, 0
122.704803,0.897011,2.844491,0.086767, 0, 0, 0
122.714806,0.866269,3.015974,0.123293, 0, 0, 0
122.724808,0.868389,3.012583,0.106514, 0, 0, 0
122.734810,0.870854,3.009141,0.106011, 0, 0, 0
122.744804,0.877195,3.008240,0.104380, 0, 0, 0
122.754807,0.888253,3.006048,0.098900, 0, 0, 0
122.764809,0.897261,3.001542,0.096562, 0, 0, 0
122.774803,0.907845,2.995329,0.095314, 0, 0, 0
122.784805,0.916033,2.988224,0.097584, 0, 0, 0
122.794807,0.922455,2.981679,0.099814, 0, 0, 0
122.804810,0.927517,2.976999,0.099945, 0, 0, 0
122.814804,0.936291,2.973198,0.095256, 0, 0, 0
122.824806,0.945924,2.968467,0.090443, 0, 0, 0
122.834808,0.955291,2.962244,0.088617, 0, 0, 0
122.844803,0.965341,2.955338,0.091650, 0, 0, 0
122.854805,0.973715,2.949508,0.093137, 0, 0, 0
122.864807,0.984125,2.945150,0.092653, 0, 0, 0
122.874809,0.995310,2.942856,0.091005, 0, 0, 0
122.884804,1.004355,2.939779,0.085459, 0, 0, 0
122.894806,1.015607,2.935192,0.089073, 0, 0, 0
122.904808,1.027143,2.929500,0.089295, 0, 0, 0
122.914803,1.036515,2.924792,0.093575, 0, 0, 0
122.924805,1.043241,2.920544,0.092081, 0, 0, 0
122.934807,1.050384,2.916743,0.094479, 0, 0, 0
122.944809,1.062484,2.912505,0.094383, 0, 0, 0
122.954803,1.074964,2.907908,0.096959, 0, 0, 0
122.964806,1.035376,3.079175,0.129071, 0, 0, 0
122.974808,1.042250,3.076357,0.104092, 0, 0, 0
122.984810,1.053003,3.070641,0.106695, 0, 0, 0
122.994804,1.065674,3.066070,0.110982, 0, 0, 0
123.004807,1.078158,3.063115,0.113402, 0, 0, 0
123.014809,1.089732,3.061205,0.113564, 0, 0, 0
123.024811,1.103999,3.058368,0.113564, 0, 0, 0
123.034805,1.121914,3.054373,0.115963, 0, 0, 0
123.044807,1.138215,3.050232,0.118457, 0, 0, 0
123.054810,1.146707,3.046719,0.118065, 0, 0, 0
123.064804,1.154179,3.044261,0.120297, 0, 0, 0
123.074806,1.168344,3.040725,0.120583, 0, 0, 0
123.084808,1.183270,3.036746,0.123673, 0, 0, 0
123.094810,1.194259,3.031176,0.118571, 0, 0, 0
123.104805,1.204485,3.025092,0.116557, 0, 0, 0
123.114807,1.216262,3.018250,0.114164, 0, 0, 0
123.124809,1.222000,3.012311,0.113078, 0, 0, 0
123.134804,1.225565,3.006958,0.109616, 0, 0, 0
123.144806,1.234949,3.001816,0.106821, 0, 0, 0
123.154808,1.246787,2.995406,0.103479, 0, 0, 0
123.164810,1.258894,2.988426,0.103096, 0, 0, 0
123.174805,1.265835,2.981378,0.101054, 0, 0, 0
123.184807,1.270385,2.975138,0.101765, 0, 0, 0
123.194809,1.277033,2.970686,0.100045, 0, 0, 0
123.204803,1.284200,2.967870,0.095968, 0, 0, 0
123.214806,1.231717,3.139037,0.123543, 0, 0, 0
123.224808,1.235062,3.136430,0.091950, 0, 0, 0
123.234810,1.247936,3.129108,0.094683, 0, 0, 0
123.244804,1.258811,3.122754,0.093846, 0, 0, 0
123.254807,1.264430,3.117216,0.087642, 0, 0, 0
123.264809,1.272884,3.113051,0.080013, 0, 0, 0
123.274811,1.285478,3.108074,0.071414, 0, 0, 0
123.284805,1.298069,3.101511,0.066726, 0, 0, 0
123.294807,1.310924,3.093762,0.063825, 0, 0, 0
123.304810,1.322546,3.085747,0.065018, 0, 0, 0
123.314804,1.330831,3.078326,0.065915, 0, 0, 0
123.324806,1.339034,3.072341,0.069460, 0, 0, 0
123.334808,1.349514,3.069120,0.068920, 0, 0, 0
123.344810,1.356411,3.067013,0.064502, 0, 0, 0
123.354805,1.363238,3.064445,0.062029, 0, 0, 0
123.364807,1.376979,3.060864,0.066810, 0, 0, 0
123.374809,1.389458,3.056236,0.071898, 0, 0, 0
123.384804,1.399944,3.052480,0.076848, 0, 0, 0
123.394806,1.409794,3.049864,0.076844, 0, 0, 0
123.404808,1.421085,3.046824,0.075974, 0, 0, 0
123.414810,1.431428,3.042754,0.078261, 0, 0, 0
123.424805,1.441734,3.037813,0.081694, 0, 0, 0
123.434807,1.454102,3.033652,0.086621, 0, 0, 0
123.444809,1.467299,3.028598,0.089590, 0, 0, 0
123.454803,1.479775,3.023693,0.096802, 0, 0, 0
123.464806,1.421779,3.189999,0.139934, 0, 0, 0
123.474808,1.429606,3.190026,0.115387, 0, 0, 0
123.484810,1.440830,3.189403,0.118245, 0, 0, 0
123.494804,1.452582,3.189480,0.120028, 0, 0, 0
123.504807,1.465006,3.188463,0.121786, 0, 0, 0
123.514809,1.478474,3.187114,0.126451, 0, 0, 0
123.524811,1.490152,3.184406,0.127932, 0, 0, 0
123.534805,1.500858,3.181628,0.131800, 0, 0, 0
123.544807,1.513003,3.178277,0.131104, 0, 0, 0
123.554810,1.526407,3.173876,0.131223, 0, 0, 0
123.564804,1.540227,3.168759,0.130620, 0, 0, 0
123.574806,1.550680,3.162764,0.127153, 0, 0, 0
123.584808,1.559715,3.156374,0.127410, 0, 0, 0
123.594810,1.572916,3.149903,0.127878, 0, 0, 0
123.604805,1.585786,3.144392,0.128501, 0, 0, 0
123.614807,1.598830,3.140251,0.124463, 0, 0, 0
