time,fZk_Vel_Innov[0],fZk_Vel_Innov[1],dCovV[0],dCovV[1],dCovV[2],rt_float[0],rt_float[1],fCov_Vel_Innov[0],fCov_Vel_Innov[1],fNorm_Innov[0],fNorm_Innov[1],iRtn,
310.454803,0.433514,-0.590113,0.012818,0.018384,0.004805,0.133255,0.139433,0.365267,0.373860,1.186843,-1.578434,0,
310.704803,0.416590,-0.530451,0.013113,0.017778,0.004792,0.141671,0.143051,0.376620,0.378639,1.106127,-1.400941,0,
310.954803,0.445959,-0.455322,0.013387,0.017311,0.004780,0.131011,0.131338,0.362202,0.362819,1.231245,-1.254955,0,
311.204803,0.535432,-0.607037,0.013645,0.016980,0.004769,0.121773,0.120560,0.349227,0.347632,1.533193,-1.746203,0,
311.454803,0.676967,-0.505845,0.013852,0.016758,0.004760,0.125876,0.121639,0.355061,0.349170,1.906623,-1.448709,0,
311.704803,0.665408,-0.627517,0.014049,0.016683,0.004754,0.129304,0.117514,0.359863,0.343209,1.849061,-1.828380,0,
311.954803,0.794464,-0.586284,0.014153,0.016660,0.004748,0.126875,0.109629,0.356477,0.331522,2.228658,-1.768460,0,
312.204803,0.941868,-0.596304,0.014156,0.016694,0.004745,0.113267,0.103865,0.336850,0.322713,2.796106,-1.847786,0,
312.454803,0.780385,-0.728767,0.014075,0.016783,0.004745,0.112009,0.113866,0.334973,0.337857,2.329695,-2.157025,0,
312.704803,0.854049,-0.782199,0.013909,0.016884,0.004747,0.135515,0.120576,0.368387,0.347651,2.318348,-2.249953,0,
312.954803,0.768241,-0.847288,0.013664,0.016980,0.004750,0.134496,0.135990,0.366991,0.369159,2.093351,-2.295185,0,
313.204803,0.923357,-0.839403,0.013354,0.017046,0.004757,0.132564,0.136998,0.364338,0.370525,2.534344,-2.265446,0,
313.454803,0.812524,-0.801412,0.013019,0.017082,0.004762,0.133595,0.143961,0.365739,0.379807,2.221598,-2.110051,0,
313.704803,0.739601,-0.764996,0.012685,0.017103,0.004765,0.123172,0.136829,0.351187,0.370299,2.106002,-2.065888,0,
313.954803,0.664665,-0.772371,0.012361,0.017089,0.004767,0.126612,0.139705,0.356041,0.374162,1.866825,-2.064268,0,
314.204803,0.596367,-0.710515,0.012091,0.017077,0.004771,0.123933,0.138500,0.352248,0.372548,1.693030,-1.907179,0,
314.454803,0.595827,-0.718252,0.011872,0.017079,0.004775,0.098256,0.124981,0.313683,0.353939,1.899458,-2.029310,0,
314.704803,0.498343,-0.605271,0.011702,0.017087,0.004781,0.105417,0.124841,0.324890,0.353742,1.533881,-1.711053,0,
314.954803,0.463760,-0.524050,0.011570,0.017088,0.004787,0.109181,0.133321,0.330628,0.365531,1.402662,-1.433668,0,
315.204803,0.438985,-0.498317,0.011511,0.017127,0.004793,0.105974,0.129387,0.325739,0.360111,1.347659,-1.383785,0,
315.454803,0.487978,-0.443157,0.011464,0.017155,0.004804,0.101295,0.114057,0.318475,0.338159,1.532233,-1.310499,0,
315.704803,0.370867,-0.323238,0.011484,0.017241,0.004809,0.122463,0.122034,0.350136,0.349759,1.059209,-0.924173,0,
315.954803,0.334129,-0.333641,0.011515,0.017321,0.004819,0.147953,0.141533,0.384819,0.376607,0.868277,-0.885912,1,
316.204803,0.423112,-0.280960,0.011647,0.017659,0.004834,0.154886,0.144761,0.393728,0.380884,1.074630,-0.737652,0,
316.454803,0.374993,-0.254908,0.011712,0.017773,0.004846,0.169206,0.143233,0.411513,0.378879,0.911254,-0.672794,1,
316.704803,0.190623,-0.258671,0.011865,0.018132,0.004861,0.160410,0.139993,0.400688,0.374596,0.475739,-0.690533,1,
316.954803,0.253412,-0.161490,0.012005,0.018513,0.004871,0.164313,0.156653,0.405534,0.396227,0.624887,-0.407570,1,
317.204803,0.409045,-0.379401,0.012127,0.018914,0.004875,0.161127,0.154451,0.401589,0.393457,1.018567,-0.964275,0,
317.454803,0.320824,-0.147965,0.012171,0.019005,0.004876,0.154998,0.153141,0.393886,0.391793,0.814512,-0.377662,1,
317.704803,0.291850,-0.234214,0.012280,0.019407,0.004875,0.159762,0.157187,0.399891,0.396943,0.729825,-0.590044,1,
317.954803,0.278374,-0.100046,0.012381,0.019823,0.004870,0.148891,0.138772,0.386063,0.373048,0.721060,-0.268186,1,
318.204803,0.210969,-0.111679,0.012483,0.020244,0.004865,0.133366,0.119149,0.365406,0.345773,0.577354,-0.322984,1,
318.454803,0.288067,-0.119051,0.012583,0.020662,0.004860,0.139235,0.126863,0.373354,0.356777,0.771566,-0.333686,1,
318.704803,0.282256,-0.081038,0.012677,0.021087,0.004852,0.139253,0.120318,0.373382,0.347510,0.755944,-0.233195,1,
318.954803,0.267501,-0.062424,0.012764,0.021498,0.004846,0.123983,0.121182,0.352344,0.348776,0.759206,-0.178979,1,
319.204803,0.272980,0.036140,0.012851,0.021911,0.004839,0.115684,0.119748,0.340367,0.346739,0.802018,0.104228,1,
319.454803,0.235664,0.051522,0.012929,0.022309,0.004832,0.111728,0.117642,0.334507,0.343714,0.704511,0.149897,1,
319.704803,0.236722,0.036113,0.012989,0.022682,0.004825,0.106091,0.109789,0.325975,0.332120,0.726196,0.108736,1,
319.954803,0.262564,0.054095,0.013045,0.023064,0.004817,0.114746,0.127318,0.338994,0.357561,0.774541,0.151289,1,
320.204803,0.286258,0.074644,0.013096,0.023446,0.004807,0.122925,0.130586,0.350851,0.362127,0.815897,0.206126,1,
320.454803,0.227775,0.116806,0.013145,0.023816,0.004798,0.120283,0.129459,0.347067,0.360591,0.656286,0.323928,1,
320.704803,0.279327,0.096207,0.013194,0.024162,0.004791,0.123327,0.137249,0.351428,0.371259,0.794836,0.259138,1,
320.954803,0.278989,0.220261,0.013236,0.024494,0.004783,0.117727,0.134116,0.343369,0.367037,0.812504,0.600105,1,
321.204803,0.150789,0.201311,0.013264,0.024816,0.004770,0.119763,0.132321,0.346322,0.364605,0.435400,0.552133,1,
321.454803,0.129500,0.243614,0.013278,0.025108,0.004759,0.123402,0.138404,0.351536,0.372873,0.368383,0.653344,1,
321.704803,0.074693,0.249316,0.013274,0.025402,0.004748,0.123067,0.132730,0.351060,0.365206,0.212765,0.682674,1,
321.954803,-0.058434,0.261452,0.013244,0.025674,0.004739,0.126444,0.124042,0.355837,0.353130,-0.164217,0.740384,1,
322.204803,-0.033176,0.380596,0.013178,0.025905,0.004734,0.128555,0.112053,0.358788,0.335744,-0.092467,1.133589,0,
322.454803,-0.117230,0.365387,0.012900,0.025305,0.004731,0.120650,0.107009,0.347587,0.328099,-0.337268,1.113650,0,
322.704803,-0.125380,0.224195,0.012595,0.024756,0.004726,0.126822,0.104319,0.356343,0.323932,-0.351851,0.692107,1,
322.954803,-0.212922,0.211989,0.012384,0.024812,0.004728,0.137581,0.118813,0.371125,0.345585,-0.573720,0.613422,1,
323.204803,-0.334047,0.204021,0.012140,0.024759,0.004736,0.128019,0.122586,0.358004,0.350997,-0.933084,0.581261,1,
323.454803,-0.287374,0.093373,0.011887,0.024549,0.004747,0.119730,0.125478,0.346225,0.355079,-0.830023,0.262965,1,
323.704803,-0.388329,0.011734,0.011654,0.024130,0.004761,0.125770,0.126554,0.354833,0.356561,-1.094400,0.032907,0,
323.954803,-0.374951,-0.100044,0.011422,0.022980,0.004782,0.126903,0.125685,0.356417,0.355265,-1.052001,-0.281605,0,
324.204803,-0.362671,-0.117232,0.011330,0.021817,0.004798,0.122076,0.123110,0.349578,0.351548,-1.037453,-0.333474,0,
324.454803,-0.327238,-0.281276,0.011356,0.020668,0.004817,0.114018,0.122546,0.337856,0.350675,-0.968572,-0.802099,1,
324.704803,-0.307477,-0.307515,0.011559,0.019897,0.004838,0.099745,0.119024,0.316036,0.345572,-0.972920,-0.889871,1,
324.954803,-0.227177,-0.368065,0.011860,0.019083,0.004857,0.095075,0.120341,0.308570,0.347427,-0.736225,-1.059402,0,
325.204803,-0.178032,-0.447699,0.012152,0.018009,0.004873,0.092367,0.117710,0.304162,0.343561,-0.585322,-1.303113,0,
325.454803,-0.080692,-0.349740,0.012477,0.017046,0.004878,0.094245,0.122284,0.307247,0.350107,-0.262628,-0.998951,1,
325.704803,-0.058734,-0.352694,0.012913,0.016418,0.004886,0.095655,0.124550,0.309551,0.353298,-0.189739,-0.998289,1,
325.954803,0.018810,-0.309691,0.013361,0.015859,0.004890,0.094565,0.126486,0.307804,0.356002,0.061110,-0.869912,1,
326.204803,0.134634,-0.288585,0.013813,0.015381,0.004894,0.095231,0.122825,0.308905,0.350801,0.435844,-0.822645,1,
326.454803,0.157277,-0.222786,0.014291,0.014982,0.004891,0.097284,0.122814,0.312230,0.350769,0.503721,-0.635135,1,
326.704803,0.204491,-0.232467,0.014738,0.014636,0.004888,0.089189,0.120700,0.299008,0.347728,0.683898,-0.668531,1,
326.954803,0.328673,-0.276180,0.015196,0.014366,0.004885,0.088389,0.118012,0.297690,0.343828,1.104078,-0.803250,0,
327.204803,0.391647,-0.315793,0.015484,0.014015,0.004880,0.095355,0.123229,0.309184,0.351320,1.266712,-0.898875,0,
327.454803,0.307356,-0.453376,0.015770,0.013735,0.004876,0.094819,0.123568,0.308330,0.351790,0.996841,-1.288767,0,
327.704803,0.432337,-0.426048,0.016040,0.013505,0.004872,0.093324,0.120649,0.305910,0.347608,1.413280,-1.225655,0,
327.954803,0.497063,-0.458507,0.016277,0.013294,0.004866,0.093975,0.118492,0.306985,0.344483,1.619179,-1.331001,0,
328.204803,0.568471,-0.508201,0.016513,0.013096,0.004855,0.093625,0.116103,0.306427,0.340991,1.855160,-1.490366,0,
328.454803,0.625910,-0.568664,0.016758,0.012920,0.004841,0.092675,0.116484,0.304887,0.341543,2.052927,-1.664986,0,
328.704803,0.637731,-0.475459,0.016956,0.012743,0.004825,0.093791,0.120791,0.306723,0.347783,2.079178,-1.367113,0,
328.954803,0.718116,-0.523505,0.017156,0.012594,0.004809,0.094899,0.121712,0.308535,0.349100,2.327507,-1.499584,0,
329.204803,0.730309,-0.512501,0.017337,0.012459,0.004792,0.091929,0.117767,0.303694,0.343398,2.404757,-1.492443,0,
329.454803,0.774407,-0.558694,0.017500,0.012344,0.004777,0.094004,0.118190,0.307099,0.344009,2.521684,-1.624069,0,
329.704803,0.792273,-0.538390,0.017643,0.012244,0.004763,0.095233,0.121496,0.309103,0.348778,2.563136,-1.543649,0,
329.954803,0.793508,-0.538521,0.017769,0.012161,0.004751,0.096179,0.120531,0.310635,0.347389,2.554468,-1.550198,0,
330.204803,0.800812,-0.595762,0.017898,0.012105,0.004740,0.094485,0.119856,0.307905,0.346413,2.600840,-1.719804,0,
330.454803,0.844151,-0.646527,0.018014,0.012054,0.004731,0.096401,0.112580,0.311008,0.335746,2.714245,-1.925645,0,
330.704803,0.777293,-0.654973,0.018096,0.012019,0.004726,0.095441,0.112735,0.309465,0.335976,2.511732,-1.949464,0,
330.954803,0.817711,-0.666513,0.018195,0.011997,0.004721,0.103296,0.122178,0.321912,0.349746,2.540172,-1.905707,0,
331.204803,0.875763,-0.653722,0.018276,0.011961,0.004715,0.100194,0.118832,0.317062,0.344928,2.762123,-1.895243,0,
331.454803,0.894895,-0.552025,0.018331,0.011915,0.004706,0.093400,0.114394,0.306163,0.338432,2.922935,-1.631125,0,
331.704803,0.892344,-0.554090,0.018376,0.011887,0.004698,0.094750,0.116291,0.308363,0.341221,2.893806,-1.623845,0,
331.954803,0.858058,-0.530666,0.018421,0.011894,0.004693,0.093791,0.113408,0.306806,0.336971,2.796744,-1.574809,0,
332.204803,0.852741,-0.495602,0.018446,0.011913,0.004689,0.094828,0.113643,0.308494,0.337321,2.764207,-1.469230,0,
332.454803,0.894421,-0.541273,0.018448,0.011914,0.004685,0.098707,0.123712,0.314718,0.351930,2.841975,-1.538016,0,
332.704803,0.930731,-0.661067,0.018469,0.011917,0.004681,0.096331,0.119041,0.310921,0.345230,2.993464,-1.914864,0,
332.954803,0.907271,-0.735343,0.018500,0.011925,0.004679,0.100497,0.119549,0.317553,0.345965,2.857074,-2.125485,0,
333.204803,0.942811,-0.701513,0.018526,0.011911,0.004677,0.099228,0.120597,0.315549,0.347475,2.987843,-2.018888,0,
333.454803,0.951477,-0.585417,0.018542,0.011880,0.004674,0.091861,0.110764,0.303653,0.333024,3.133435,-1.757882,0,
333.704803,0.963911,-0.508098,0.018551,0.011838,0.004668,0.092730,0.109494,0.305081,0.331111,3.159526,-1.534527,0,
333.954803,0.973747,-0.524387,0.018568,0.011798,0.004663,0.093068,0.113635,0.305635,0.337304,3.185976,-1.554640,0,
334.204803,1.001350,-0.519809,0.018569,0.011754,0.004659,0.094294,0.117785,0.307634,0.343399,3.255011,-1.513719,0,
334.454803,0.994226,-0.456341,0.018566,0.011713,0.004655,0.097311,0.121188,0.312499,0.348317,3.181532,-1.310129,0,
334.704803,1.020730,-0.496505,0.018572,0.011675,0.004652,0.086258,0.107868,0.294284,0.328639,3.468525,-1.510790,0,
334.954803,1.004405,-0.452027,0.018565,0.011628,0.004649,0.091206,0.112379,0.302573,0.335431,3.319547,-1.347602,0,
335.204803,0.963106,-0.446482,0.018543,0.011579,0.004648,0.088600,0.114447,0.298234,0.338498,3.229360,-1.319010,0,
335.454803,0.995014,-0.402468,0.018543,0.011556,0.004646,0.090069,0.119577,0.300687,0.345991,3.309135,-1.163231,0,
335.704803,0.995492,-0.364193,0.018529,0.011540,0.004644,0.088350,0.115955,0.297814,0.340717,3.342665,-1.068900,0,
335.954803,0.907968,-0.344777,0.018507,0.011536,0.004642,0.088426,0.113418,0.297940,0.336974,3.047481,-1.023157,0,
336.204803,0.942849,-0.392490,0.018484,0.011536,0.004641,0.090584,0.115383,0.301539,0.339877,3.126789,-1.154801,0,
336.454803,0.927830,-0.402662,0.018455,0.011534,0.004641,0.090124,0.111707,0.300773,0.334424,3.084815,-1.204045,0,
336.704803,0.859887,-0.544513,0.018453,0.011552,0.004642,0.093740,0.113947,0.306725,0.337759,2.803446,-1.612138,0,
336.954803,0.809406,-0.505750,0.018442,0.011551,0.004644,0.087392,0.113321,0.296196,0.336831,2.732673,-1.501496,0,
337.204803,0.843079,-0.578737,0.018455,0.011539,0.004648,0.085043,0.115972,0.292204,0.340741,2.885241,-1.698464,0,
337.454803,0.828819,-0.682088,0.018459,0.011485,0.004655,0.098359,0.128079,0.314165,0.358065,2.638169,-1.904926,0,
337.704803,0.818502,-0.732902,0.018501,0.011417,0.004668,0.094006,0.128423,0.307162,0.358544,2.664720,-2.044107,0,
337.954803,0.824058,-0.711877,0.018526,0.011312,0.004684,0.099490,0.134751,0.315964,0.367259,2.608077,-1.938351,0,
338.204803,0.824463,-0.814654,0.018544,0.011181,0.004711,0.109621,0.130735,0.331609,0.361746,2.486250,-2.252004,0,
338.454803,0.900254,-0.819158,0.018503,0.011033,0.004740,0.113259,0.123114,0.337048,0.351050,2.670999,-2.333451,0,
338.704803,0.967653,-0.797471,0.018375,0.010888,0.004779,0.115030,0.115069,0.339658,0.339392,2.848906,-2.349704,0,
338.954803,1.029384,-0.781560,0.018118,0.010792,0.004819,0.128326,0.127409,0.358685,0.357107,2.869884,-2.188588,0,
339.204803,1.163677,-0.658463,0.017734,0.010807,0.004865,0.120152,0.124829,0.347083,0.353477,3.352733,-1.862820,0,
339.454803,1.215186,-0.490647,0.017185,0.010933,0.004900,0.118777,0.128738,0.345069,0.358967,3.521575,-1.366830,0,
339.704803,1.178563,-0.379930,0.016526,0.011180,0.004930,0.113449,0.118741,0.337226,0.344769,3.494871,-1.101985,0,
339.954803,1.204171,-0.296793,0.015799,0.011525,0.004953,0.115886,0.113005,0.340786,0.336359,3.533508,-0.882370,0,
340.204803,1.207617,-0.123372,0.015056,0.011926,0.004970,0.119699,0.112134,0.346303,0.335076,3.487170,-0.368189,0,
340.454803,1.303953,-0.013345,0.014346,0.012362,0.004988,0.117436,0.103373,0.342990,0.321754,3.801720,-0.041477,0,
340.704803,1.263671,0.084252,0.013687,0.012778,0.005004,0.116273,0.100743,0.341263,0.317657,3.702920,0.265228,0,
340.954803,1.256737,0.195647,0.013123,0.013142,0.005021,0.115474,0.103544,0.340069,0.322051,3.695540,0.607505,0,
341.204803,1.200065,0.244164,0.012714,0.013454,0.005030,0.110980,0.108680,0.333378,0.329941,3.599709,0.740025,0,
341.454803,1.234147,0.299196,0.012422,0.013670,0.005046,0.105166,0.109963,0.324531,0.331888,3.802859,0.901498,0,
341.704803,1.220615,0.345467,0.012261,0.013828,0.005067,0.097382,0.106917,0.312302,0.327273,3.908440,1.055593,0,
341.954803,1.042638,0.283100,0.012226,0.013879,0.005072,0.092904,0.102283,0.305047,0.320118,3.417958,0.884360,0,
342.204803,1.072776,0.459242,0.012263,0.013874,0.005078,0.097718,0.107149,0.312838,0.327630,3.429170,1.401710,0,
342.454803,0.988041,0.373156,0.012397,0.013823,0.005069,0.104044,0.115120,0.322797,0.339575,3.060879,1.098891,0,
342.704803,0.971951,0.459887,0.012562,0.013738,0.005061,0.106717,0.122901,0.326917,0.350842,2.973080,1.310812,0,
342.954803,1.045172,0.576687,0.012769,0.013663,0.005058,0.110763,0.126918,0.333056,0.356517,3.138126,1.617558,0,
343.204803,1.018601,0.617774,0.012998,0.013553,0.005047,0.109588,0.126566,0.331295,0.356019,3.074602,1.735230,0,
343.454803,1.045726,0.685159,0.013260,0.013432,0.005035,0.107679,0.125949,0.328413,0.355147,3.184181,1.929225,0,
343.704803,1.062086,0.704721,0.013526,0.013284,0.005023,0.105024,0.124073,0.324356,0.352491,3.274443,1.999260,0,
343.954803,1.108056,0.714882,0.013807,0.013143,0.005014,0.098980,0.122538,0.314914,0.350301,3.518593,2.040764,0,
344.204803,1.087597,0.741078,0.014086,0.012985,0.005005,0.102431,0.125451,0.320358,0.354429,3.394942,2.090909,0,
344.454803,1.044831,0.707549,0.014362,0.012813,0.004988,0.101415,0.127193,0.318781,0.356871,3.277584,1.982646,0,
344.704803,1.019379,0.724717,0.014631,0.012633,0.004967,0.099466,0.125908,0.315722,0.355060,3.228724,2.041110,0,
344.954803,0.994669,0.754141,0.014896,0.012456,0.004942,0.092947,0.121041,0.305235,0.348132,3.258700,2.166251,0,
345.204803,0.997535,0.742671,0.015146,0.012288,0.004917,0.095076,0.122934,0.308716,0.350835,3.231238,2.116867,0,
345.454803,0.956335,0.790387,0.015393,0.012137,0.004890,0.099616,0.125354,0.315995,0.354261,3.026428,2.231086,0,
345.704803,0.968025,0.868797,0.015630,0.012009,0.004867,0.120263,0.147650,0.347141,0.384441,2.788564,2.259897,0,
345.954803,1.076317,0.898673,0.015860,0.011936,0.004857,0.121228,0.147393,0.348540,0.384103,3.088077,2.339666,0,
346.204803,1.102661,0.962220,0.016076,0.011878,0.004851,0.113559,0.139929,0.337369,0.374260,3.268415,2.570995,0,
346.454803,1.086067,0.977934,0.016285,0.011823,0.004845,0.107725,0.132880,0.328618,0.364718,3.304952,2.681341,0,
346.704803,1.101089,0.939477,0.016482,0.011768,0.004838,0.112251,0.137102,0.335444,0.370459,3.282481,2.535979,0,
346.954803,1.084560,0.967266,0.016667,0.011710,0.004831,0.101631,0.134622,0.319231,0.367096,3.397415,2.634915,0,
347.204803,1.031495,0.939849,0.016847,0.011647,0.004821,0.100452,0.135107,0.317390,0.367754,3.249930,2.555644,0,
347.454803,0.976826,0.896287,0.017007,0.011581,0.004811,0.096524,0.134176,0.311148,0.366484,3.139423,2.445638,0,
347.704803,0.941891,0.906213,0.017157,0.011518,0.004799,0.100710,0.132792,0.317811,0.364588,2.963680,2.485578,0,
347.954803,0.919289,0.833954,0.017286,0.011457,0.004786,0.101046,0.131545,0.318346,0.362872,2.887703,2.298205,0,
348.204803,0.856386,0.827345,0.017410,0.011415,0.004774,0.105775,0.135337,0.325696,0.368058,2.629403,2.247866,0,
